County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Harney County,Oregon,41025,559.3,338.8,836.6
Clark County,Missouri,29045,559.5,355.2,828.8
King And Queen County,Virginia,51097,559.5,328.9,875.3
Stevens County,Minnesota,27149,562.1,339.6,848.9
Kane County,Utah,49025,563.5,377.7,794.7
Traill County,North Dakota,38097,566,379.4,803.6
Lafayette County,Arkansas,5073,568.9,355,873.9
Franklin City,Virginia,51620,569.4,337,851.2
Sublette County,Wyoming,56035,570.2,374.9,816.1
Thurston County,Nebraska,31173,570.7,463.7,698.6
Wayne County,Iowa,19185,571.4,356.6,859.9
Clinch County,Georgia,13065,571.7,372.1,820.1
Pawnee County,Kansas,20145,573.4,385.9,785.1
Houston County,Tennessee,47083,575.2,334.9,886.6
Howard County,Iowa,19089,575.6,357.4,822.5
Butler County,Nebraska,31023,576.3,399.8,774.2
Ballard County,Kentucky,21007,580.2,351.2,888.3
Woods County,Oklahoma,40151,582.8,369.2,862.2
Forest County,Pennsylvania,42053,582.8,329.3,920.6
Treutlen County,Georgia,13283,583.6,367,828.2
Grand County,Utah,49019,585.2,388,828.8
Wayne County,Nebraska,31179,587.2,437.9,771.3
Washakie County,Wyoming,56043,588.1,412.8,791.8
Searcy County,Arkansas,5129,588.9,355.1,898.4
Lee County,Kentucky,21129,589,376.6,841.2
Wahkiakum County,Washington,53069,592.9,457.8,747.6
Randolph County,Georgia,13243,593.2,367.7,849.6
Marion County,Georgia,13197,594.9,351,911.7
Platte County,Wyoming,56031,595.1,411.5,824.3
Chariton County,Missouri,29041,595.2,380,848.5
Wallowa County,Oregon,41063,595.2,351.1,902.3
Somervell County,Texas,48425,595.7,371.7,931.8
Doniphan County,Kansas,20043,596.2,381.4,867.8
Gallatin County,Kentucky,21077,598.7,360.5,900.5
Red River Parish,Louisiana,22081,601.9,354,903.7
Hancock County,Kentucky,21091,602,367.3,888.9
Archer County,Texas,48009,602,364.7,942.6
Clarke County,Iowa,19039,602.5,370.9,868.6
Jefferson County,Mississippi,28063,602.6,393.5,871.3
Ward County,Texas,48475,602.7,366.5,974.3
Hamilton County,Texas,48193,603.9,354.3,948.5
Boise County,Idaho,16015,604.3,395.9,912.7
Wabaunsee County,Kansas,20197,604.9,378.4,865.4
Bland County,Virginia,51021,606.7,360.9,930
Graham County,North Carolina,37075,607.4,356.7,971
Pratt County,Kansas,20151,610,392.9,900.7
Stephens County,Texas,48429,611.5,363.6,977.7
Butte County,South Dakota,46019,611.9,390.9,933.8
Benton County,Mississippi,28009,612.1,360.7,962.3
Tunica County,Mississippi,28143,614.8,357.2,963.1
Quitman County,Mississippi,28119,615.5,396.4,899.6
Charles Mix County,South Dakota,46023,615.5,380.2,936.1
Trimble County,Kentucky,21223,615.8,375.2,945.8
Dallas County,Arkansas,5039,619.4,404.9,910.2
Essex County,Vermont,50009,619.9,479.2,787.3
Davis County,Iowa,19051,621.2,377.6,949
Clear Creek County,Colorado,8019,622,363.3,922.3
Teton County,Idaho,16081,622.4,381.4,919.2
Valley County,Montana,30105,624,428.4,837.3
Monroe County,Arkansas,5095,624.8,394.8,894.1
Rock County,Minnesota,27133,624.9,397.2,920.6
Colfax County,Nebraska,31037,624.9,454.7,823.8
Daviess County,Missouri,29061,626.3,407.8,901
Tucker County,West Virginia,54093,626.8,388.4,939.5
Lac Qui Parle County,Minnesota,27073,628.9,413.8,911.2
Grant County,Oregon,41023,629.3,363.9,965.7
Clearwater County,Minnesota,27029,629.6,417.7,922
Terrell County,Georgia,13273,630.3,383.4,939.4
Coffey County,Kansas,20031,631,419.6,890.2
Greene County,Iowa,19073,632,383.8,919.1
Madison County,Montana,30057,633.4,409.2,891.8
Baraga County,Michigan,26013,633.9,361.8,973.1
Mckenzie County,North Dakota,38053,634.4,421.6,859.7
Coleman County,Texas,48083,636.5,383,981.5
Beaverhead County,Montana,30001,637.4,418.1,876.1
Mercer County,North Dakota,38057,638.2,452.6,835.6
Kiowa County,Oklahoma,40075,639.8,412.3,892
Cheyenne County,Nebraska,31033,640,442.4,868.8
Perry County,Tennessee,47135,640,368.2,950.5
Trousdale County,Tennessee,47169,640.8,402.6,1000.9
Jenkins County,Georgia,13165,641,386.3,959.4
Rappahannock County,Virginia,51157,641.9,355.7,986.3
Terry County,Texas,48445,643.4,381.6,1001.4
Irwin County,Georgia,13155,643.5,377.1,953.6
Monroe County,Missouri,29137,644.6,394.2,955
Caldwell Parish,Louisiana,22021,645.7,367.8,995.3
Duval County,Texas,48131,646.6,377.2,1015.1
Wilcox County,Georgia,13315,647.5,392.9,981.6
Montgomery County,Georgia,13209,647.8,405.6,972
Howard County,Missouri,29089,648,390.5,988.8
Watonwan County,Minnesota,27165,649.9,401.1,985
Gilmer County,West Virginia,54021,653.3,407.7,980.9
Prairie County,Arkansas,5117,654.3,404.1,967.3
North Slope Borough,Alaska,2185,655,411.2,943.6
Zapata County,Texas,48505,655.2,374.5,1011.2
Jasper County,Illinois,17079,655.5,384.2,1009.3
Fergus County,Montana,30027,656.2,432.7,910.1
Calhoun County,West Virginia,54013,657.8,426.8,941.6
Brewster County,Texas,48043,658.1,365.3,1066
Love County,Oklahoma,40085,658.3,405.4,946
Schoolcraft County,Michigan,26153,658.9,381.4,996
Mclean County,Kentucky,21149,659.6,399.2,974.6
Cuming County,Nebraska,31039,660.1,473.4,862.3
Catahoula Parish,Louisiana,22025,662.4,404.4,996
Box Butte County,Nebraska,31013,663.7,457.7,896.2
Yellow Medicine County,Minnesota,27173,664.4,436,945.5
Turner County,South Dakota,46125,666.1,436.7,910.4
Runnels County,Texas,48399,667.2,381,1089.5
Nevada County,Arkansas,5099,671.9,397.4,1045.7
Yuma County,Colorado,8125,673.1,432.7,983
Mountrail County,North Dakota,38061,673.4,487.1,896.9
Newton County,Arkansas,5101,677.9,402,991.5
Lake County,Oregon,41037,678.6,412.8,1030.2
Maries County,Missouri,29125,679,424.6,1069.6
Warren County,Indiana,18171,679.3,418,995.2
Phelps County,Nebraska,31137,681.7,486.1,919.7
Merrick County,Nebraska,31121,681.8,461.3,885.8
Monroe County,Kentucky,21171,683.3,409,1072.6
Modoc County,California,6049,684.4,407.9,1053.2
Lafayette County,Florida,12067,685.5,480.9,918.2
Palo Alto County,Iowa,19147,686.6,463.2,978.3
Sac County,Iowa,19161,687.2,443.4,995.7
Lewis County,Missouri,29111,688.2,440.8,984.7
Oscoda County,Michigan,26135,689,381.1,1056
Emmet County,Iowa,19063,689.4,433.6,1022.8
Marshall County,Kansas,20117,690.8,462.4,967.4
Roberts County,South Dakota,46109,691.3,451.1,1013.1
Menifee County,Kentucky,21165,692.5,417.4,1024.9
Dawson County,Texas,48115,693.9,399.5,1109.5
Lyon County,Iowa,19119,695,426.9,1009
Knox County,Nebraska,31107,697.5,541.3,856.4
St. Clair County,Missouri,29185,697.9,433.8,1076.3
Cloud County,Kansas,20029,701.9,447.3,992.1
Metcalfe County,Kentucky,21169,702,427.1,1084.2
Juab County,Utah,49023,702.2,443.2,996.7
Stillwater County,Montana,30095,703,471.4,1016.1
Camden County,North Carolina,37029,703.4,433.6,1088.5
Holt County,Nebraska,31089,703.5,525.3,895.9
Nantucket County,Massachusetts,25019,703.9,443,1101.5
Jones County,North Carolina,37103,704,439.1,1043.7
Shannon County,Missouri,29203,704.7,428.2,1061.6
San Augustine County,Texas,48405,705.8,418.6,1070.5
Valley County,Idaho,16085,706.1,444.4,1028.3
Lincoln County,Georgia,13181,706.9,403.6,1096.3
Turner County,Georgia,13287,709.2,430.7,1069.4
Quay County,New Mexico,35037,709.5,473.5,1020.5
Charles City County,Virginia,51036,712.9,453,1064.7
Franklin County,Mississippi,28037,714.6,472.1,990.7
Wilkinson County,Georgia,13319,716.5,438.6,1072.1
Richardson County,Nebraska,31147,716.5,551,895.3
Humphreys County,Mississippi,28053,718.2,462.4,1025.1
Clay County,West Virginia,54015,718.3,463.5,1055
Twiggs County,Georgia,13289,719.4,443.9,1101.6
Bullock County,Alabama,1011,721.2,422.1,1124
Lemhi County,Idaho,16059,721.2,520.3,961.4
Rosebud County,Montana,30087,723.2,541.1,953.9
Franklin County,Texas,48159,723.3,421.2,1126.7
Lamb County,Texas,48279,723.3,424.4,1144
Carroll County,Kentucky,21041,725,443.3,1088.9
Harrison County,Missouri,29081,726.3,464.8,1034.2
Scott County,Arkansas,5127,728.1,446.1,1074.8
Evans County,Georgia,13109,728.9,433.4,1048.6
Seminole County,Georgia,13253,729.3,439.8,1091.8
Walsh County,North Dakota,38099,729.8,520,970.7
Wolfe County,Kentucky,21237,731.1,485.4,1041.2
Switzerland County,Indiana,18155,731.6,406.4,1135
Livingston County,Kentucky,21139,731.8,448.3,1125.9
Madison County,Missouri,29123,732.3,415.1,1119.7
Winnebago County,Iowa,19189,732.6,454.3,1077.7
Richmond County,Virginia,51159,734.7,484.9,1018.2
Nowata County,Oklahoma,40105,738.6,451.6,1117.1
Cumberland County,Illinois,17035,739.4,424.9,1157.5
Live Oak County,Texas,48297,739.7,433.2,1133.7
Ferry County,Washington,53019,740.3,533.4,1025.2
Jackson County,Minnesota,27063,741.2,484.2,1062.4
Dawson County,Montana,30021,741.5,520.5,993.6
Greene County,Alabama,1063,742.8,451.4,1099.7
Cass County,Illinois,17017,743.4,429.1,1187.5
St. Helena Parish,Louisiana,22091,743.9,458.9,1112.2
Candler County,Georgia,13043,745.1,439.7,1149.2
Iron County,Missouri,29093,746.1,448.9,1146.5
Guthrie County,Iowa,19077,746.9,464.9,1079.1
Wilson County,Kansas,20205,747.6,480.3,1104.2
Crittenden County,Kentucky,21055,748.8,501.8,1082.7
Humboldt County,Iowa,19091,749.1,492.9,1051.9
Marshall County,Minnesota,27089,750,482.7,1095.7
Cleveland County,Arkansas,5025,750.4,488.8,1083.7
Calhoun County,Iowa,19025,750.8,442.1,1107.6
Madison Parish,Louisiana,22065,751.3,443.3,1201.1
Barton County,Missouri,29011,751.8,437.6,1158.2
Richland County,Montana,30083,753.4,522.9,1026.2
Ralls County,Missouri,29173,755.2,459.7,1144.5
Hamilton County,Nebraska,31081,757.8,541,996.6
Webster County,Mississippi,28155,757.9,485.8,1097
Franklin County,Idaho,16041,759.1,500.1,1110.1
Bradley County,Arkansas,5011,759.2,478,1091.7
Ozark County,Missouri,29153,760.4,465.8,1146.5
Lucas County,Iowa,19117,760.7,486.8,1121.7
Early County,Georgia,13099,760.8,489.3,1104.6
Huerfano County,Colorado,8055,761.3,489.6,1127
Keokuk County,Iowa,19107,761.8,491.4,1089.4
Montgomery County,Arkansas,5097,763.2,481,1095.1
White Pine County,Nevada,32033,764,458,1134.3
Martin County,Indiana,18101,764.5,492.2,1137.2
Johnston County,Oklahoma,40069,766.2,493.5,1120
Clay County,South Dakota,46027,766.7,482.3,1144
Mathews County,Virginia,51115,768.6,485.3,1112
Deer Lodge County,Montana,30023,769,479,1101.7
Louisa County,Iowa,19115,770.6,502.1,1082.9
Alger County,Michigan,26003,770.6,459.3,1214
Carroll County,Missouri,29033,772.8,505.1,1106.7
Swift County,Minnesota,27151,774,496.5,1120.7
Mitchell County,Iowa,19131,775.2,476,1096.4
Liberty County,Florida,12077,775.7,578.8,1013.5
Heard County,Georgia,13149,775.9,471.5,1198.3
Bacon County,Georgia,13005,778.5,488.1,1157.5
Rio Grande County,Colorado,8105,780.6,467.9,1170
Owyhee County,Idaho,16073,781.1,470.2,1151.8
Lanier County,Georgia,13173,784,491.5,1197
Claiborne County,Mississippi,28021,784.8,499.6,1142
Clay County,Texas,48077,786.2,466,1213.4
Reeves County,Texas,48389,787.4,463.5,1257.5
Taylor County,Georgia,13269,788.5,515.2,1172.5
Custer County,Nebraska,31041,788.9,613.5,975.9
Monona County,Iowa,19133,789,519.1,1092.1
Dekalb County,Missouri,29063,790,512.2,1135.5
Lake County,Minnesota,27075,791.7,518.6,1140.5
Hickory County,Missouri,29085,794.9,470.9,1222.3
Custer County,South Dakota,46033,797.1,497.7,1154.5
Grundy County,Iowa,19075,798.2,518.7,1133.8
Bleckley County,Georgia,13023,798.6,526.4,1246.5
Hancock County,Iowa,19081,798.6,497.2,1153
Mclean County,North Dakota,38055,802.2,615.3,1014.1
Perry County,Alabama,1105,803.3,517.8,1161
Emery County,Utah,49015,804,592.2,1059.5
Marshall County,Illinois,17123,804.7,461,1209.6
Marion County,Texas,48315,806.2,500.2,1202.7
Wabash County,Illinois,17185,806.7,465.8,1222.3
Chickasaw County,Iowa,19037,807.4,519.5,1166.3
Rice County,Kansas,20159,809.1,550.2,1106.8
Pope County,Minnesota,27121,809.4,518.5,1157
Pendleton County,West Virginia,54071,809.9,554.9,1092.8
Montgomery County,Missouri,29139,810,486.7,1228.7
Moffat County,Colorado,8081,811.4,487.9,1280.6
Todd County,South Dakota,46121,812.2,669.5,975.2
Kodiak Island Borough,Alaska,2150,812.6,557.6,1152.5
Clay County,Kansas,20027,815.6,562.5,1151.5
Lyon County,Kentucky,21143,818.8,500,1153.7
Bethel Census Area,Alaska,2050,818.9,548.2,1160.8
Madison County,Texas,48313,820,497.1,1270.9
Pecos County,Texas,48371,822.7,455.2,1325.3
Grundy County,Missouri,29079,823.1,546.4,1238.8
Camp County,Texas,48063,826.3,487.1,1310.9
Brown County,Kansas,20013,828.9,570.1,1130.3
Todd County,Kentucky,21219,829.8,514.1,1249.6
Doddridge County,West Virginia,54017,832.8,510,1221.8
Hancock County,Georgia,13141,834.2,534.8,1249
Powell County,Kentucky,21197,837.1,491,1256.4
Karnes County,Texas,48255,837.3,487.5,1296.3
Big Horn County,Wyoming,56003,837.5,620.7,1103
Lee County,Arkansas,5077,837.7,543.5,1198.4
Forest County,Wisconsin,55041,840.6,576.8,1175.6
Andrews County,Texas,48003,840.9,485.7,1293.1
Benewah County,Idaho,16009,841.7,585.7,1135.2
Menard County,Illinois,17129,843.2,506.6,1282.2
Montgomery County,Iowa,19137,844.1,579,1143
Poquoson City,Virginia,51735,844.2,501.9,1354.3
Prowers County,Colorado,8099,844.7,549.4,1195.2
Choctaw County,Mississippi,28019,845.8,547.4,1201.8
Pocahontas County,West Virginia,54075,847,560.2,1234.9
Clinton County,Kentucky,21053,847.7,515.3,1250.5
Blaine County,Oklahoma,40011,848.5,581.9,1179.8
Pulaski County,Indiana,18131,850.2,522.3,1327.7
Obrien County,Iowa,19141,851.1,542.8,1216.1
Green County,Kentucky,21087,851.1,520.3,1255.7
Johnson County,Illinois,17087,851.7,485.6,1323.6
Oregon County,Missouri,29149,852.2,503,1246
Skamania County,Washington,53059,852.7,597.7,1152.9
Webster County,West Virginia,54101,855.7,568.6,1224.4
Teton County,Wyoming,56039,856.6,560.1,1186.8
Atoka County,Oklahoma,40005,860.3,515.2,1289.3
Williamsburg City,Virginia,51830,861,511.8,1346.7
Lake County,South Dakota,46079,861.5,529.2,1268.9
Pennington County,Minnesota,27113,861.7,565.1,1194.9
Pike County,Arkansas,5109,862.3,545.9,1273.2
West Carroll Parish,Louisiana,22123,862.7,518.7,1327.9
Morris County,Texas,48343,872.8,503.7,1366.1
Martinsville City,Virginia,51690,873.4,545.4,1347.1
Martin County,Kentucky,21159,873.8,540.9,1350.2
Caldwell County,Missouri,29025,876.7,580.5,1218.7
Radford City,Virginia,51750,878.1,563.4,1330.6
Lewis County,Tennessee,47101,879,502.4,1346
Greene County,Illinois,17061,879.4,500.3,1352.2
Deaf Smith County,Texas,48117,881.2,512.2,1432.3
Latimer County,Oklahoma,40077,883,578.9,1271.2
Pushmataha County,Oklahoma,40127,883.6,552,1377.6
Franklin County,Iowa,19069,883.8,549.9,1291.7
Chicot County,Arkansas,5017,884.2,566.1,1254.1
Haskell County,Oklahoma,40061,884.4,573,1313.9
Morrow County,Oregon,41049,884.4,552.3,1325.8
Ford County,Illinois,17053,884.7,533.9,1353.6
Blackford County,Indiana,18009,884.7,539.2,1361.5
Moultrie County,Illinois,17139,887.1,532.1,1421.6
Webster County,Kentucky,21233,888,516.5,1310.5
Lowndes County,Alabama,1085,891.6,529,1338.7
Tyler County,West Virginia,54095,891.7,602.8,1244.5
Washington County,Idaho,16087,892,601.9,1228.7
Washington County,Kentucky,21229,892.7,546.1,1361.2
Cumberland County,Virginia,51049,892.8,559.4,1309.5
Cottonwood County,Minnesota,27033,895,573.4,1271
Noble County,Oklahoma,40103,895.2,553.7,1317.9
Scurry County,Texas,48415,896.2,528,1477
Rains County,Texas,48379,897.8,520.2,1376.4
Lincoln County,Arkansas,5079,901.1,552.9,1324.2
Montgomery County,Mississippi,28097,901.9,578.8,1272.3
Ramsey County,North Dakota,38071,904.4,683.8,1151.4
Little River County,Arkansas,5081,904.7,546.9,1355.5
Clay County,Illinois,17025,905.6,512.5,1409.6
Jeff Davis County,Georgia,13161,905.9,545.5,1375.8
Barnes County,North Dakota,38003,906.1,649.7,1223.7
Linn County,Missouri,29115,907.6,616.4,1288.1
Crawford County,Indiana,18025,911.4,588.2,1285.1
Gaines County,Texas,48165,912.5,526.5,1450.6
Blanco County,Texas,48031,914.2,553.8,1389.1
Wilbarger County,Texas,48487,916.1,531.1,1445.8
Owen County,Kentucky,21187,916.3,572.8,1369.4
Cannon County,Tennessee,47015,917.5,556.5,1414.8
Montmorency County,Michigan,26119,919.1,518.4,1431.2
Moniteau County,Missouri,29135,925,526.6,1436.7
Butler County,Kentucky,21031,925.6,548.8,1405.4
Perry County,Arkansas,5105,926,563.9,1367.2
Boundary County,Idaho,16021,926.9,564.5,1423.5
Red Willow County,Nebraska,31145,928.4,698,1198.9
Gunnison County,Colorado,8051,929.6,594.9,1386.7
Mason County,Illinois,17125,929.8,535.2,1417.8
Mono County,California,6051,930.6,553.5,1461.3
Carroll County,Mississippi,28015,931.6,604.2,1340.6
Lincoln County,Washington,53043,932.2,710.2,1190.7
Howard County,Arkansas,5061,932.5,575.7,1360.6
Cedar County,Missouri,29039,934,527.8,1418.2
Washington County,Illinois,17189,937.1,510.4,1458.6
White County,Illinois,17193,938.3,524.6,1477.1
Comanche County,Texas,48093,938.9,557.2,1461.5
Charlton County,Georgia,13049,943.8,597.1,1395.2
Nolan County,Texas,48353,945.4,567.4,1437.7
Osage County,Missouri,29151,945.5,578.8,1474.5
Falls Church City,Virginia,51610,945.9,566,1450.3
Allendale County,South Carolina,45005,947.7,630.1,1382.8
Clarke County,Virginia,51043,947.9,564.2,1419.8
Okfuskee County,Oklahoma,40107,948.9,600,1408.1
Jackson County,Texas,48239,950.6,571.6,1442.1
Douglas County,Missouri,29067,952.1,572.4,1451.9
Stewart County,Tennessee,47161,953.2,565.2,1529.8
Stone County,Arkansas,5137,953.4,614.3,1362.1
Roosevelt County,New Mexico,35041,954.5,639.4,1390.2
Sussex County,Virginia,51183,954.6,639.8,1373.6
Gates County,North Carolina,37073,956.6,579.4,1505
Clark County,Illinois,17023,957.1,556.7,1498.2
Massac County,Illinois,17127,957.2,548,1500.4
Lawrence County,Illinois,17101,957.3,578.2,1541.8
Clay County,Alabama,1027,959.3,589.5,1409
Appanoose County,Iowa,19007,959.3,647.7,1363.5
Coosa County,Alabama,1037,959.9,574.8,1444.8
Zavala County,Texas,48507,963.5,635.1,1341.4
Alleghany County,North Carolina,37005,964.2,563.6,1558
Leslie County,Kentucky,21131,967.7,640.5,1358.7
Moore County,Texas,48341,970.1,550.2,1525.9
Cherokee County,Iowa,19035,972,625,1377.5
Atchison County,Kansas,20005,975.4,661.4,1351.1
Roseau County,Minnesota,27135,976.6,638.5,1349.5
De Witt County,Illinois,17039,977.7,580.2,1566.6
Red River County,Texas,48387,978.7,545.5,1515.5
Desha County,Arkansas,5041,979.4,646.8,1392.1
Frio County,Texas,48163,979.6,568.3,1606.9
Ritchie County,West Virginia,54085,979.6,655.1,1378.2
Iron County,Michigan,26071,979.9,589.8,1476.9
Clearwater County,Idaho,16035,981.5,723.3,1311.1
Allamakee County,Iowa,19005,984.1,640.8,1415.8
Carbon County,Montana,30009,985,670.8,1373.2
Wadena County,Minnesota,27159,986.3,647.4,1414.6
Bollinger County,Missouri,29017,986.5,623.6,1470.2
Alamosa County,Colorado,8003,987,601.8,1453.9
Butler County,Iowa,19023,989.2,636.8,1426.8
Edmonson County,Kentucky,21061,989.4,604.3,1472.1
Custer County,Montana,30017,991.3,734.8,1303.3
Trinity County,California,6105,993.2,555.3,1606.7
Lasalle Parish,Louisiana,22059,995,595.4,1496.6
Faribault County,Minnesota,27043,997.4,647.8,1419.5
Pike County,Indiana,18125,999.3,600.7,1516.9
Winn Parish,Louisiana,22127,1001,596.2,1508.5
Converse County,Wyoming,56009,1001.7,721.8,1291.2
Hughes County,South Dakota,46065,1003.1,670.5,1440.5
Crockett County,Tennessee,47033,1003.1,609.6,1493.4
Cass County,Iowa,19029,1004.2,715.9,1340.4
Noxubee County,Mississippi,28103,1004.5,669.2,1386.4
Goshen County,Wyoming,56015,1005.7,751.7,1304
Morgan County,Kentucky,21175,1007.5,641.7,1440.5
Seward County,Nebraska,31159,1007.5,750.1,1274.7
Perry County,Mississippi,28111,1008.1,640.3,1504.7
Dade County,Georgia,13083,1010.4,601.7,1545.8
Madison County,Iowa,19121,1011.1,641.6,1487.9
Park County,Montana,30067,1013.8,686.9,1394.2
Buffalo County,Wisconsin,55011,1015.8,599.8,1572.4
Union County,Kentucky,21225,1016.4,642.9,1498.5
Linn County,Kansas,20107,1019,696.9,1367.9
Wilkes County,Georgia,13317,1020.5,642.4,1421
Cleburne County,Alabama,1029,1022.3,586.5,1502.8
Washita County,Oklahoma,40149,1023.4,671.8,1386.3
Chippewa County,Minnesota,27023,1024.7,680.7,1442
Bienville Parish,Louisiana,22013,1025.9,584.4,1594.2
San Juan County,Washington,53055,1026.3,723.1,1458.2
Archuleta County,Colorado,8007,1027.4,625,1476.7
Clay County,North Carolina,37043,1029.6,590.6,1590.8
Marion County,Kansas,20115,1030.8,666.6,1392.7
Manassas Park City,Virginia,51685,1031.1,603.1,1577
Wilcox County,Alabama,1131,1031.7,670.4,1473
Estill County,Kentucky,21065,1032.8,602.8,1544.2
Richland County,Illinois,17159,1033.2,572.7,1632.7
Decatur County,Tennessee,47039,1033.2,606.9,1532.4
Sanders County,Montana,30089,1034.6,718.6,1436.4
Fremont County,Idaho,16043,1035.4,713.3,1424.5
Shelby County,Iowa,19165,1036,708.5,1453
Jackson County,Tennessee,47087,1036.5,642.5,1549.5
Henry County,Kentucky,21103,1038.4,624.2,1539.9
Amelia County,Virginia,51007,1040.5,646.9,1496.8
Larue County,Kentucky,21123,1040.8,661.4,1566.8
Willacy County,Texas,48489,1041.4,583.2,1664.5
Humboldt County,Nevada,32013,1042.2,662.7,1513.5
Hughes County,Oklahoma,40063,1043,656.6,1577.2
Pike County,Illinois,17149,1043.6,601,1592.8
Jackson County,Kansas,20085,1043.6,699.6,1405.1
Duchesne County,Utah,49013,1045.6,801.1,1341.1
Hamilton County,Iowa,19079,1046.2,634.9,1534.6
Crawford County,Georgia,13079,1048.1,620.2,1594.1
Sabine County,Texas,48403,1048.5,631.2,1582.5
Morgan County,Ohio,39115,1048.8,703.3,1530.6
Newton County,Texas,48351,1052.4,636.9,1675.2
Jefferson County,Montana,30043,1052.5,720.3,1442
Ketchikan Gateway Borough,Alaska,2130,1053.5,768,1383.2
Meigs County,Tennessee,47121,1053.7,648.7,1551.7
Callahan County,Texas,48059,1054,626.1,1653.9
Mackinac County,Michigan,26097,1054.1,658.7,1575.3
Lawrence County,Kentucky,21127,1055.7,666,1526.3
Crawford County,Iowa,19047,1055.8,670.8,1491.7
Tama County,Iowa,19171,1056.6,697.7,1504.5
Pitkin County,Colorado,8097,1057.2,628.5,1641.5
Greensville County,Virginia,51081,1058.9,676.2,1589.7
Jasper County,Georgia,13159,1059.2,660.7,1584.8
Fulton County,Pennsylvania,42057,1060.1,624.1,1624.3
Ashland County,Wisconsin,55003,1061.8,711.4,1504.7
Los Alamos County,New Mexico,35028,1062.7,721,1482.5
Cooper County,Missouri,29053,1063,633.5,1641.9
Pawnee County,Oklahoma,40117,1063.2,631,1565.2
Koochiching County,Minnesota,27071,1063.7,711.7,1472.1
Madison County,Virginia,51113,1064,645.3,1605.7
Carbon County,Wyoming,56007,1067.1,789.6,1356.7
Summers County,West Virginia,54089,1069.8,673.6,1523.2
Jackson Parish,Louisiana,22049,1071.4,631.3,1590.8
Renville County,Minnesota,27129,1073.9,734.8,1490
Jefferson Davis County,Mississippi,28065,1076.1,721.8,1462.8
Roosevelt County,Montana,30085,1076.4,857.5,1311.6
Hill County,Montana,30041,1077.5,794.1,1402.4
Franklin County,Florida,12037,1078.1,828.4,1373
Pendleton County,Kentucky,21191,1078.2,681.8,1629.7
Johnson County,Georgia,13167,1079.6,701.2,1524.1
Mitchell County,North Carolina,37121,1081.1,659.7,1672.6
Carroll County,Illinois,17015,1082.3,631.7,1768.5
Floyd County,Virginia,51063,1085,663.3,1606.4
Bayfield County,Wisconsin,55007,1085.4,731.8,1558
Bond County,Illinois,17005,1085.8,604.1,1677.3
Essex County,Virginia,51057,1086.3,645.8,1592.7
Vermillion County,Indiana,18165,1086.9,679.4,1606
Buena Vista County,Iowa,19021,1088.5,764,1467.9
Middlesex County,Virginia,51119,1090.5,730.2,1567.1
Crawford County,Wisconsin,55023,1091.2,648.8,1743.6
Millard County,Utah,49027,1091.4,792.8,1405.2
Ripley County,Missouri,29181,1094.4,671.8,1596.5
Gooding County,Idaho,16047,1094.8,713.7,1533.1
Piatt County,Illinois,17147,1096.2,616.7,1786
Jackson County,Kentucky,21109,1098.7,695.2,1567.6
Pamlico County,North Carolina,37137,1101.3,692.8,1601.5
Washburn County,Wisconsin,55129,1102.5,614.8,1764.2
Saline County,Nebraska,31151,1102.8,830,1413.8
Neosho County,Kansas,20133,1106.3,694.8,1524.6
Oglethorpe County,Georgia,13221,1106.6,653.8,1639.3
Northumberland County,Virginia,51133,1107.9,704,1601.5
Sumter County,Alabama,1119,1110.2,701.4,1587.9
Warren County,Illinois,17187,1112.6,629.9,1711.2
Washington County,North Carolina,37187,1116,667.8,1677.9
Bledsoe County,Tennessee,47007,1116.8,691.3,1690.4
Breathitt County,Kentucky,21025,1119,733.7,1558.1
Bath County,Kentucky,21011,1119.2,728.5,1568.7
Grundy County,Tennessee,47061,1120.5,683.3,1619.9
Wayne County,Illinois,17191,1123.7,673.9,1707.5
Macon County,Georgia,13193,1125.5,711.7,1767.9
Union County,Iowa,19175,1126.4,762.8,1548.4
Grand County,Colorado,8049,1126.8,689.8,1636.4
Chester County,Tennessee,47023,1127.1,704.2,1680.3
Screven County,Georgia,13251,1127.3,714.4,1672.4
Long County,Georgia,13183,1128,733.1,1649.2
Murray County,Oklahoma,40099,1130.6,726.1,1609
Arenac County,Michigan,26011,1133.8,648.3,1785.6
Winneshiek County,Iowa,19191,1134.2,739.8,1625.8
Newton County,Indiana,18111,1134.3,722.9,1716.2
Craig County,Oklahoma,40035,1134.4,701,1660.3
Northampton County,Virginia,51131,1134.5,765.9,1621.2
Alcona County,Michigan,26001,1134.7,656.7,1735.3
Magoffin County,Kentucky,21153,1135.5,733.6,1664.3
Cedar County,Iowa,19031,1136.4,724.4,1639.8
Union County,South Dakota,46127,1136.5,771.9,1635
Izard County,Arkansas,5065,1136.7,726.4,1630.2
Missaukee County,Michigan,26113,1138,675,1770.1
Crawford County,Michigan,26039,1139.6,633.4,1891.1
Falls County,Texas,48145,1141.8,680,1795.8
Towns County,Georgia,13281,1142.9,686.3,1706.3
King William County,Virginia,51101,1146.3,707.3,1681.5
Robertson County,Texas,48395,1149.3,697.3,1718
Kemper County,Mississippi,28069,1151.2,766.8,1629.2
Monroe County,Ohio,39111,1152.4,805.5,1546
Madison County,Arkansas,5087,1155.2,732.3,1686.3
Iowa County,Iowa,19095,1158.2,801.8,1574.8
Andrew County,Missouri,29003,1158.5,721.5,1670
