County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Lincoln County,Kentucky,21137,2025.9,1244.6,3009.4
Gillespie County,Texas,48171,2029.4,1207.3,3154.1
Hickman County,Tennessee,47081,2032.2,1172.5,3059
Palo Pinto County,Texas,48363,2032.9,1239.4,2995.8
Effingham County,Illinois,17049,2037.7,1100.6,3138.3
Grayson County,Kentucky,21085,2040.5,1344.2,2992.8
Henry County,Missouri,29083,2045,1345,2921.4
Fentress County,Tennessee,47049,2047,1310.7,2810.3
Ashley County,Arkansas,5003,2051.3,1435,2778.7
Logan County,Arkansas,5083,2052.3,1381.2,2850
Hocking County,Ohio,39073,2054.2,1435.1,2825.8
Codington County,South Dakota,46029,2054.8,1721.2,2383.3
Garvin County,Oklahoma,40049,2056.7,1362.3,2814.3
White County,Tennessee,47185,2058.5,1320.6,2960.1
Ogemaw County,Michigan,26129,2058.6,1295,3117.4
Montgomery County,Illinois,17135,2058.7,1264.7,3169.1
Letcher County,Kentucky,21133,2060.4,1447.2,2851.7
Llano County,Texas,48299,2062.8,1237.9,3219.6
Wyandot County,Ohio,39175,2067.5,1417.3,2823.3
Barnwell County,South Carolina,45011,2068,1420.9,2847
Martin County,North Carolina,37117,2070.7,1273.9,3022.4
Hampshire County,West Virginia,54027,2070.7,1419.2,2863.1
Fayette County,Texas,48149,2077.7,1353.6,3045.8
St. James Parish,Louisiana,22093,2079.1,1279.8,2969.9
Prentiss County,Mississippi,28117,2081.1,1399.3,2928.6
Upson County,Georgia,13293,2085.1,1304.3,3079.7
Scott County,Indiana,18143,2091.6,1387.1,2934.3
Washington County,Indiana,18175,2092.3,1374.9,2998.2
Tippah County,Mississippi,28139,2093.2,1371.8,2946.9
Green County,Wisconsin,55045,2093.2,1313.4,3270.3
Ohio County,Kentucky,21183,2093.3,1375.7,2912.7
Cass County,Texas,48067,2096.5,1226.3,3152.2
Grant County,New Mexico,35017,2097.9,1530,2716.6
Audrain County,Missouri,29007,2100.9,1297,3118.3
Grenada County,Mississippi,28043,2101,1488.6,2763.5
Stephens County,Georgia,13257,2101.3,1260.8,2983.1
Montgomery County,Kentucky,21173,2103,1398.2,2902.3
Chattooga County,Georgia,13055,2104,1352.3,3152.1
Crook County,Oregon,41013,2108.3,1388.1,2970.5
Henry County,Ohio,39069,2112.9,1417,3034.7
Bell County,Kentucky,21013,2113.2,1315.4,3098.2
Burke County,Georgia,13033,2115.5,1429.5,2992.2
Lincoln County,Montana,30053,2117.4,1597.1,2741.3
Lumpkin County,Georgia,13187,2118.1,1316.5,3110.7
Mille Lacs County,Minnesota,27095,2118.9,1472.6,2813.5
Pointe Coupee Parish,Louisiana,22077,2122.2,1368.5,3106
Jones County,Georgia,13169,2123.2,1284.7,3207.1
Dawson County,Georgia,13085,2124.4,1300.4,3093.9
Montgomery County,North Carolina,37123,2129.3,1293,3187.5
Caledonia County,Vermont,50005,2133,1760.4,2563.5
La Paz County,Arizona,4012,2133.5,1353.2,3215
Marengo County,Alabama,1091,2136.2,1489.7,2828.7
Sheridan County,Wyoming,56033,2136.7,1668,2657.3
Page County,Virginia,51139,2137.6,1378.5,3075.3
Hertford County,North Carolina,37091,2138.5,1280.9,3165.5
West Baton Rouge Parish,Louisiana,22121,2141.5,1421.7,2951.9
Edgefield County,South Carolina,45037,2142.4,1426.7,3047.2
Columbia County,Arkansas,5027,2142.8,1490.1,2918
Manistee County,Michigan,26101,2144.3,1309.8,3207.7
Seminole County,Oklahoma,40133,2147.4,1433.8,2922.3
Sioux County,Iowa,19167,2148.6,1539.2,2838
Erath County,Texas,48143,2149.4,1255.2,3364.8
Ripley County,Indiana,18137,2151,1369.9,3018.8
Vilas County,Wisconsin,55125,2151.2,1427.3,2978.6
Adams County,Indiana,18001,2153,1430.4,3129.4
Lyon County,Kansas,20111,2156.1,1569.5,2926.5
Van Buren County,Arkansas,5141,2166.7,1518.2,2843
Mcnairy County,Tennessee,47109,2167,1428.7,3006.9
Franklin County,Alabama,1059,2168.5,1254.6,3291.6
Randolph County,Alabama,1111,2169.8,1396.2,3026.6
Phillips County,Arkansas,5107,2173.5,1619.8,2798.2
Franklin County,Maine,23007,2175.5,1858.5,2527.6
Rhea County,Tennessee,47143,2175.8,1326.3,3297.5
Cass County,Nebraska,31025,2176.1,1796,2598.4
Owen County,Indiana,18119,2178.1,1413.5,3163.1
Leake County,Mississippi,28079,2182,1518.8,3010
Whitman County,Washington,53075,2186.3,1654.1,2824.2
Pickens County,Alabama,1107,2190.2,1509.1,2977.1
Delta County,Colorado,8029,2196.4,1520,3039.7
Freeborn County,Minnesota,27047,2196.7,1513.8,2901.9
Orange County,Vermont,50017,2197.6,1739.2,2637.2
Butler County,Alabama,1013,2199.4,1496.7,2988.4
Logan County,Kentucky,21141,2200.2,1423.9,3273.4
Goochland County,Virginia,51075,2200.7,1311,3212.7
Barbour County,Alabama,1005,2200.8,1379.1,3206.5
Winston County,Mississippi,28159,2207,1651.6,2909.4
Upshur County,West Virginia,54097,2207.7,1561,2944.7
Taylor County,Florida,12123,2211.5,1846.9,2630.6
Coahoma County,Mississippi,28027,2213,1531.3,2931.1
Daviess County,Indiana,18027,2216.2,1407.4,3181.8
San Jacinto County,Texas,48407,2221.9,1465.1,3273.6
Rockbridge County,Virginia,51163,2228.2,1479.9,3104.6
White County,Indiana,18181,2237.2,1479.5,3186
Laclede County,Missouri,29105,2238.8,1401.9,3386
Morgan County,Illinois,17137,2243,1275.9,3451.6
Malheur County,Oregon,41045,2244.3,1409.5,3212.6
Hardeman County,Tennessee,47069,2248,1469.5,3238.2
Benton County,Missouri,29015,2249.3,1459.5,3204.1
Macon County,Alabama,1087,2254.8,1491.9,3170.8
Roscommon County,Michigan,26143,2254.8,1381.8,3306.8
Weakley County,Tennessee,47183,2254.9,1478.2,3288.3
Harvey County,Kansas,20079,2259.4,1671.3,3006.6
Fannin County,Texas,48147,2262.5,1368.6,3446.2
Johnson County,Arkansas,5071,2263.2,1563.4,2970.6
Asotin County,Washington,53003,2263.7,1765.1,2844.2
Aransas County,Texas,48007,2269.4,1596.5,3019.5
Lee County,Illinois,17103,2271.3,1248.1,3561
Powhatan County,Virginia,51145,2276.2,1479.1,3282.7
Madison County,Florida,12079,2277.8,1862,2667.6
Butts County,Georgia,13035,2279.7,1364.9,3338.6
Ouachita County,Arkansas,5103,2280.1,1724.3,2988.3
Manassas City,Virginia,51683,2281.1,1387.3,3510.1
Randolph County,Missouri,29175,2282.5,1590.9,3120
Luna County,New Mexico,35029,2282.6,1588.8,2980.5
Hart County,Georgia,13147,2285,1432.6,3252
Perry County,Kentucky,21193,2286.3,1598.4,2997.7
Peach County,Georgia,13225,2291.6,1483.6,3306.2
Lincoln County,West Virginia,54043,2293.5,1676.8,3069.2
Clay County,Indiana,18021,2297.2,1544.8,3179
Clarke County,Alabama,1025,2298.8,1619.5,3126.9
Knox County,Kentucky,21121,2299.4,1511.2,3264
Ford County,Kansas,20057,2301,1625.4,2992.6
Houghton County,Michigan,26061,2301.7,1375.4,3406.1
Wyoming County,West Virginia,54109,2304.8,1700,3019.1
Macon County,Tennessee,47111,2307.4,1617.2,3110.3
Monroe County,Georgia,13207,2307.7,1480.3,3287.6
Lee County,Georgia,13177,2316.1,1494.5,3296.1
Cleburne County,Arkansas,5023,2316.5,1528.5,3241.9
Clinton County,Illinois,17027,2318.3,1300.4,3595.4
Emmet County,Michigan,26047,2320.8,1504.2,3264.9
Boone County,Iowa,19015,2321.4,1575.8,3141
Holmes County,Ohio,39075,2324,1456.6,3552.9
Clay County,Mississippi,28025,2334.8,1682.7,3062.4
Crawford County,Kansas,20037,2337.8,1720.3,3090.1
Madison County,Georgia,13195,2339.1,1502.5,3406.9
Austin County,Texas,48015,2339.4,1505.7,3407.1
Union County,Oregon,41061,2339.9,1533.2,3295.1
Putnam County,Ohio,39137,2340.4,1736.4,3005.9
Gibson County,Indiana,18051,2341.7,1497.2,3371.8
Jefferson County,Indiana,18077,2342.1,1584.7,3244.6
Carroll County,Tennessee,47017,2350.8,1570.5,3303
Mcdowell County,West Virginia,54047,2353.1,1697,3115.6
Mcpherson County,Kansas,20113,2353.5,1770.3,3006
Door County,Wisconsin,55029,2354.8,1430.1,3449.4
Decatur County,Georgia,13087,2355.3,1663.2,3323.5
Pulaski County,Missouri,29169,2356.9,1530.3,3452.9
Marion County,Iowa,19125,2359.8,1674,3256.7
Copiah County,Mississippi,28029,2362.7,1562.6,3340.4
Sweetwater County,Wyoming,56037,2368.3,1770.2,3061.9
Curry County,Oregon,41015,2369.3,1564.6,3314.9
Itawamba County,Mississippi,28057,2371.8,1673.2,3192.9
Fulton County,Illinois,17057,2373.9,1479.2,3480.4
Marion County,Missouri,29127,2374.8,1661.5,3162.3
Lewis County,New York,36049,2377.2,1794.1,3037.3
Holmes County,Florida,12059,2380,1902.8,2895.9
Gladwin County,Michigan,26051,2380.9,1505.2,3516.8
Grady County,Georgia,13131,2381.4,1547.6,3303.9
Chambers County,Texas,48071,2387.3,1414.3,3549.6
Val Verde County,Texas,48465,2387.7,1408.8,3760.5
Bryan County,Georgia,13029,2388.7,1519.8,3558.5
Eagle County,Colorado,8037,2388.8,1530.5,3564
Polk County,Missouri,29167,2397.6,1500.9,3491.9
Woodford County,Illinois,17203,2400.8,1431.5,3606.6
Finney County,Kansas,20055,2404.5,1821,3108.7
Jefferson County,Illinois,17081,2405.3,1453.1,3689.9
Lagrange County,Indiana,18087,2407.3,1433.6,3547.1
Washington County,Texas,48477,2409.8,1455.1,3744.2
Latah County,Idaho,16057,2412.1,1784.3,3194.8
Cass County,Minnesota,27021,2412.1,1722,3276.7
Christian County,Illinois,17021,2413.7,1513.9,3659.3
Jasper County,Indiana,18073,2415,1609.5,3422.6
Charlottesville City,Virginia,51540,2417.3,1534.9,3534.8
Kandiyohi County,Minnesota,27067,2422.7,1716.9,3187.5
Clinton County,Indiana,18023,2423.2,1652.3,3409.6
Douglas County,Minnesota,27041,2423.2,1723.7,3195.6
White County,Georgia,13311,2425.2,1489.8,3581.4
Taos County,New Mexico,35055,2425.7,1743.4,3189.6
Yates County,New York,36123,2427.4,1824.5,3144.7
Becker County,Minnesota,27005,2428.6,1773.6,3168.1
Carroll County,Arkansas,5015,2433.3,1662.8,3393.1
Fairfield County,South Carolina,45039,2444,1572.1,3443.7
Cooke County,Texas,48097,2446.7,1370.1,3899.3
Whitley County,Indiana,18183,2447.4,1601.5,3448.1
Bureau County,Illinois,17011,2452.4,1419.7,3735.6
Miami County,Kansas,20121,2452.6,1833.4,3183
Wyoming County,Pennsylvania,42131,2454.3,1609,3592
St. Francis County,Arkansas,5123,2459.7,1726.8,3299.4
Windham County,Vermont,50025,2465.4,2005.3,3013
Elk County,Pennsylvania,42047,2467.8,1453.8,3592.8
Mason County,Michigan,26105,2476.7,1600.1,3562.5
Pacific County,Washington,53049,2483,1904.3,3155
Mcleod County,Minnesota,27085,2483.1,1746.3,3336
Marinette County,Wisconsin,55075,2483.8,1572.4,3739.7
Marion County,Alabama,1093,2485.1,1534.2,3598.1
Hopkins County,Texas,48223,2487.8,1526.3,3895.1
Decatur County,Indiana,18031,2488.3,1737.2,3427
Barton County,Kansas,20009,2488.4,1918.7,3159.3
Leflore County,Mississippi,28083,2489.9,1843.5,3216.6
Abbeville County,South Carolina,45001,2491.6,1695.5,3371
Uintah County,Utah,49047,2496.5,2054.1,3054.1
Alpena County,Michigan,26007,2502.9,1561.9,3604.7
Campbell County,Wyoming,56005,2504.2,1914.9,3118.7
Polk County,Minnesota,27119,2512.7,1802.3,3385.2
Cheboygan County,Michigan,26031,2514.1,1564,3690
Jennings County,Indiana,18079,2517.3,1613,3453.1
De Soto Parish,Louisiana,22031,2519.9,1518.2,3692.7
Upshur County,Texas,48459,2520.4,1480.1,3947.5
Lincoln County,Tennessee,47103,2520.7,1438.8,3719.9
Hardee County,Florida,12049,2522.8,1959,3170.1
Steele County,Minnesota,27147,2525.2,1763.2,3311.8
Meigs County,Ohio,39105,2526.9,1852.8,3243.9
Ashe County,North Carolina,37009,2527.2,1646.2,3624.1
Schoharie County,New York,36095,2531.8,1901.2,3293.3
Mcclain County,Oklahoma,40087,2532.4,1658.6,3526.5
Dare County,North Carolina,37055,2539.3,1595.3,3669.9
Dillon County,South Carolina,45033,2539.7,1725.2,3541.9
Fannin County,Georgia,13111,2540.2,1657.8,3573.7
Sunflower County,Mississippi,28133,2549.5,1907.9,3298.3
Somerset County,Maryland,24039,2553.9,2054.4,3167.1
Ottawa County,Oklahoma,40115,2561.6,1762,3552.5
Platte County,Nebraska,31141,2561.7,2116.6,2989.7
Hardin County,Ohio,39065,2563.7,1768.5,3471.6
Brooke County,West Virginia,54009,2565.7,1807.5,3394.1
Perry County,Ohio,39127,2570.9,1800.1,3519.2
Warren County,Missouri,29219,2571,1689.5,3650.1
Boyle County,Kentucky,21021,2576.9,1689.9,3674.4
Marshall County,Tennessee,47117,2579.1,1546.1,3865.5
Grant County,Wisconsin,55043,2580.4,1594.4,3853.8
Marshall County,Kentucky,21157,2581.1,1744.2,3652
Pine County,Minnesota,27115,2582.2,1916,3425.6
Lee County,Virginia,51105,2582.6,1794,3487.4
Mason County,West Virginia,54053,2590.3,1892.4,3390.2
Wakulla County,Florida,12129,2601.5,1955.6,3394.5
Carroll County,Virginia,51035,2602.7,1702.9,3802.9
Lake County,Montana,30047,2606,2038.7,3165.7
Fremont County,Wyoming,56013,2607.6,2135.8,3165.1
Lincoln County,Maine,23015,2608.6,2196.5,3029.2
Isanti County,Minnesota,27059,2608.8,1852,3545.1
Pierce County,Wisconsin,55093,2608.9,1654.1,3800
Alexander County,North Carolina,37003,2613.7,1563.4,4030.7
Giles County,Tennessee,47055,2616.1,1712,3688.9
Caddo County,Oklahoma,40015,2618.6,1790.6,3538.4
Harrisonburg City,Virginia,51660,2627.9,1644.8,3707.8
Oceana County,Michigan,26127,2636.3,1707.9,3774.9
Carroll County,Ohio,39019,2636.7,1860.6,3447.5
Marion County,Mississippi,28091,2639.8,1814.3,3496.3
Hot Spring County,Arkansas,5059,2642.4,1801.3,3651.3
Nicholas County,West Virginia,54067,2643,1918.1,3478.4
Iosco County,Michigan,26069,2646.1,1741.6,3782.8
Cherokee County,Alabama,1019,2647.1,1769.9,3742.3
Webster County,Iowa,19187,2647.4,1813.3,3547
Tate County,Mississippi,28137,2647.8,1896.6,3592
Dinwiddie County,Virginia,51053,2649.3,1889.3,3628.1
Livingston County,Illinois,17105,2652.9,1527.5,4017.9
Bladen County,North Carolina,37017,2655.4,1672,3805.2
Steuben County,Indiana,18151,2657,1707,3818.6
Wexford County,Michigan,26165,2660.8,1696,3813.2
Hill County,Texas,48217,2666.2,1530,4115.5
Marion County,Tennessee,47115,2668.2,1732,3846.8
Scott County,Virginia,51169,2669,1979.1,3482.3
Adams County,Ohio,39001,2671.3,1881.8,3440.6
Oconee County,Georgia,13219,2672.1,1739.1,3862.7
Lauderdale County,Tennessee,47097,2674.4,1801.1,3748.8
Clark County,Kentucky,21049,2679.7,1689.4,3983.9
Wythe County,Virginia,51197,2685.3,1808.8,3725
Bennington County,Vermont,50003,2685.9,2229.4,3168.6
Monroe County,Illinois,17133,2692.2,1636.2,4028.9
Independence County,Arkansas,5063,2693.9,1892.8,3572.3
Pulaski County,Virginia,51155,2696.7,1772.4,4004.9
Washington County,Florida,12133,2697.8,2147.2,3291.4
Lincoln Parish,Louisiana,22061,2700.8,1671.3,3945.7
Wayne County,Georgia,13305,2703.9,1789.1,3723.5
Russell County,Virginia,51167,2704.2,1812.7,3713.3
Pontotoc County,Mississippi,28115,2705,1891.1,3792.6
Benton County,Minnesota,27009,2709.6,1940,3548.8
Lawrence County,Missouri,29109,2715.2,1745.3,3999.4
Smyth County,Virginia,51173,2716,1828,3832.7
Adams County,Nebraska,31001,2716.5,2286.3,3154.7
Jim Wells County,Texas,48249,2719,1702.1,4148.7
Brown County,South Dakota,46013,2721.2,2324.4,3135.3
San Miguel County,New Mexico,35047,2723,1968.4,3508.2
Morrison County,Minnesota,27097,2723.5,1986.1,3590.7
Carter County,Kentucky,21043,2723.8,1977.4,3690.6
Morrow County,Ohio,39117,2723.8,1835.8,3691.7
Mower County,Minnesota,27099,2725.9,1928.2,3744.6
Cibola County,New Mexico,35006,2731.4,2321.2,3187.9
Union County,South Carolina,45087,2734.2,1706.1,3837.2
Greene County,Indiana,18055,2736.8,1874.2,3793.4
Morton County,North Dakota,38059,2738.2,2092.9,3394.1
Evangeline Parish,Louisiana,22039,2742,1806.3,3994.8
Van Wert County,Ohio,39161,2759.8,2073.1,3462.1
Dyer County,Tennessee,47045,2761.2,1783.1,3902.3
Garfield County,Colorado,8045,2762.3,1747.6,3949.6
Clinton County,Pennsylvania,42035,2766.1,1749.6,4055.7
Hardin County,Tennessee,47071,2770.8,1880.1,3702.4
Iron County,Utah,49021,2782,1922.1,3733
Calloway County,Kentucky,21035,2783.1,1797.6,3841.7
Atascosa County,Texas,48013,2792,1615.7,4537.9
Mercer County,Ohio,39107,2793.6,1939.7,3765.8
Claiborne County,Tennessee,47025,2795.2,1751.5,4223
Harlan County,Kentucky,21095,2798.7,1882,4005.5
Botetourt County,Virginia,51023,2800.8,1819.2,4045.1
Person County,North Carolina,37145,2805.1,1682.9,4269.5
Randolph County,West Virginia,54083,2814.2,2013.9,3602.4
Marlboro County,South Carolina,45069,2818.2,1870.2,3807.8
Caroline County,Virginia,51033,2820.3,1852.4,4073
Mccurtain County,Oklahoma,40089,2830.5,1932,3940.3
Obion County,Tennessee,47131,2832.9,1963.6,4034.3
Scott County,Kentucky,21209,2835.5,1786.2,4213.1
Lee County,Iowa,19111,2840.5,1989.6,3885.8
Baker County,Florida,12003,2840.9,2105.1,3572.4
Lawrence County,Alabama,1079,2841.2,1826.9,4204.3
Graham County,Arizona,4009,2845.1,2057.1,3732.5
Seneca County,New York,36099,2846.3,2079.7,3771.8
Dodge County,Nebraska,31053,2854.4,2353.4,3454.4
Warren County,Virginia,51187,2855.9,1951.8,4076.4
Tioga County,Pennsylvania,42117,2857.3,1819.5,4158.5
Huron County,Michigan,26063,2858.5,1839.4,4196.5
Oconto County,Wisconsin,55083,2861.4,1863.4,4093.6
Wabash County,Indiana,18169,2861.7,1989.8,3984.2
Jasper County,South Carolina,45053,2866,2004.8,3971.7
Lafayette County,Missouri,29107,2872.7,2130.3,3746.2
Churchill County,Nevada,32001,2877.5,2101.7,3690.7
Garrett County,Maryland,24023,2877.8,2363,3360.1
Dunn County,Wisconsin,55033,2878.3,1862.2,4194.4
Marion County,South Carolina,45067,2880.3,1942.8,4054.4
Brown County,Texas,48049,2882.1,1802,4291.8
Waldo County,Maine,23027,2882.3,2426,3353.9
Mingo County,West Virginia,54059,2888.6,2124,3664.7
Carlton County,Minnesota,27017,2888.9,2220,3707
Douglas County,Washington,53017,2891.6,1943.3,3919.7
Cass County,Indiana,18017,2892.8,1929.7,3995.6
Transylvania County,North Carolina,37175,2909.3,1852.8,4340
Caldwell County,Texas,48055,2911.3,1782.5,4505.4
Waller County,Texas,48473,2923.1,1704.1,4470.2
Washington County,Maine,23029,2926.6,2523.4,3362.2
Clarion County,Pennsylvania,42031,2928.8,1775.5,4292.9
Lincoln County,Oklahoma,40081,2930.1,1887,4043.9
Clatsop County,Oregon,41007,2934.9,2007.9,4219
Bradford County,Florida,12007,2937.8,2348.1,3620.2
Boone County,West Virginia,54005,2938.8,2267.2,3726.6
Chippewa County,Michigan,26033,2943.5,1914.2,4213.5
Snyder County,Pennsylvania,42109,2960.2,1916.5,4231.2
Geneva County,Alabama,1061,2962.7,2049.9,4076.1
Franklin County,Illinois,17055,2964.1,1720.5,4645.8
Phelps County,Missouri,29161,2967.4,1980.6,4278.7
Champaign County,Ohio,39021,2968.1,1973.9,4103.8
Henry County,Tennessee,47079,2970.5,1944.1,4106.6
Webster County,Missouri,29225,2973.6,1850.2,4343.5
Pasquotank County,North Carolina,37139,2977.7,1901.7,4378.5
Cowley County,Kansas,20035,2978.8,2148.1,4007.2
Jasper County,Iowa,19099,2980,2099.3,3960.5
Jefferson County,Washington,53031,2986,2152.2,3885.2
Petersburg City,Virginia,51730,2996.9,2056.6,4095.2
Dubois County,Indiana,18037,3003.9,2010.1,4134.1
Natchitoches Parish,Louisiana,22069,3008.2,1982.5,4318.8
Mckean County,Pennsylvania,42083,3008.7,1990.3,4479.7
Gloucester County,Virginia,51073,3011.5,2098.1,4032.9
Marion County,Illinois,17121,3012.9,1896.8,4397.2
Adams County,Mississippi,28001,3014.9,2303.5,3734.5
Marshall County,Indiana,18099,3017.9,2051.2,4259.9
Marshall County,West Virginia,54051,3029.4,2195.4,4018.3
Grundy County,Illinois,17063,3030.7,1810.9,4564.3
Jackson County,West Virginia,54035,3032.2,2276.7,3928.9
Goodhue County,Minnesota,27049,3035.2,2325.3,3928.1
Sagadahoc County,Maine,23023,3044.4,2540.3,3645.9
Kittitas County,Washington,53037,3045.7,2282.3,3897
Henderson County,Tennessee,47077,3045.9,2139.2,4084.4
Louisa County,Virginia,51109,3046.5,1982.3,4479.7
Oneida County,Wisconsin,55085,3047.5,2158.6,4074.7
Gratiot County,Michigan,26057,3049.7,1929.9,4419.9
Shelby County,Ohio,39149,3054.7,1934.5,4510.6
Callaway County,Missouri,29027,3054.9,2049.3,4313.9
Jasper County,Texas,48241,3054.9,2028.3,4338.8
Pettis County,Missouri,29159,3055.3,2017.9,4372
Johnson County,Missouri,29101,3066.1,2127.3,4161.7
Neshoba County,Mississippi,28099,3068,2376.7,3930.6
Greene County,Pennsylvania,42059,3071.4,1861.8,4439.2
Beauregard Parish,Louisiana,22011,3072.5,2048.2,4241.3
Montgomery County,Indiana,18107,3074.7,2116.3,4188.5
Iberville Parish,Louisiana,22047,3075.2,2120.8,4303.9
Accomack County,Virginia,51001,3077.5,2194.5,4126.6
Pike County,Alabama,1109,3078.6,2187.6,4115.1
Mineral County,West Virginia,54057,3078.9,2267,4009.1
Stone County,Missouri,29209,3079,1961.6,4388.8
Gilmer County,Georgia,13123,3080.1,2136.5,4202.1
Lawrence County,Tennessee,47099,3084.4,1982.8,4481.9
Knox County,Indiana,18083,3090.9,2000.3,4409.6
Fayette County,Ohio,39047,3091,2389.6,3920.4
Huntingdon County,Pennsylvania,42061,3091.2,1832,4534.7
Sumter County,Georgia,13261,3093.6,2113.6,4152
Shelby County,Kentucky,21211,3093.7,1912.7,4747.5
Silver Bow County,Montana,30093,3097.6,2341.6,3899.9
Ottawa County,Ohio,39123,3098.3,2176.7,4466.2
Prince George County,Virginia,51149,3100.8,2101.7,4072.4
Monroe County,Wisconsin,55081,3101.7,1966.8,4511.2
Talbot County,Maryland,24041,3108.1,2621.3,3630.1
Davie County,North Carolina,37059,3114.3,1909.8,4595.4
Des Moines County,Iowa,19057,3116.1,2300.6,4075.7
Cheatham County,Tennessee,47021,3117.6,1895.7,4680.5
Scotts Bluff County,Nebraska,31157,3121.4,2550.9,3721.7
Marshall County,Iowa,19127,3124,2408.9,3910.6
La Plata County,Colorado,8067,3124.1,2145.2,4252.3
Hancock County,West Virginia,54029,3124.2,2255.1,4196.3
Sanilac County,Michigan,26151,3126.7,2047.1,4621.8
Montgomery County,Kansas,20125,3128.4,2340.1,3984.1
Stoddard County,Missouri,29207,3134.9,2423.5,3947.1
Siskiyou County,California,6093,3136.7,1907.2,4786.9
Lamar County,Texas,48277,3142.6,1875.4,4630.1
Baldwin County,Georgia,13009,3144.3,2085.7,4454.2
Isle Of Wight County,Virginia,51093,3157.9,2031.4,4633.3
Miami County,Indiana,18103,3159.6,2090.9,4522.8
Dunklin County,Missouri,29069,3162.6,2425.7,3957.2
Douglas County,Wisconsin,55031,3167.2,2012.8,4636.9
Medina County,Texas,48325,3172,1839.4,4757.4
Lincoln County,Nebraska,31111,3173,2717.3,3692.9
Orange County,Virginia,51137,3174.9,2155.2,4331.6
Henry County,Illinois,17073,3180.2,1967.5,4874.7
Alcorn County,Mississippi,28003,3192.4,2205.5,4420.4
Knox County,Maine,23013,3204.6,2794,3665.3
Coles County,Illinois,17029,3212.4,1859.1,5098.6
Ware County,Georgia,13299,3217.3,2184.9,4496.4
Stevens County,Washington,53065,3219.2,2505.8,3958.5
Chambers County,Alabama,1017,3220,2103,4564.4
Dekalb County,Indiana,18033,3227.1,2206,4441
Stephenson County,Illinois,17177,3242.6,2030,4904.4
Ogle County,Illinois,17141,3259.3,2123.1,4757.1
Scott County,Mississippi,28123,3261.7,2321.2,4288.1
Pickens County,Georgia,13227,3263.2,2202.1,4482.6
Wharton County,Texas,48481,3267.4,2098,4800.3
Riley County,Kansas,20161,3268.3,2423.8,4159
Logan County,Ohio,39091,3268.9,2302.1,4626.9
Gallia County,Ohio,39053,3269.7,2541.4,4098.7
Elko County,Nevada,32007,3271.9,2363.1,4317.7
Boone County,Illinois,17007,3276,2000.8,5035
Muscatine County,Iowa,19139,3277.3,2334.2,4364.4
Warren County,Tennessee,47177,3282.6,2121.6,4741.7
Cherokee County,North Carolina,37039,3286.9,2144.5,4606.5
Howell County,Missouri,29091,3290.9,2281.4,4496.5
Fulton County,Ohio,39051,3293.2,2258.8,4634.6
Box Elder County,Utah,49003,3297.2,2486,4207.2
Matagorda County,Texas,48321,3297.6,2233.4,4625.8
Greenup County,Kentucky,21089,3298.3,2351.4,4381.5
Coos County,New Hampshire,33007,3298.3,2718.7,3982.6
Bryan County,Oklahoma,40013,3300.3,2227.8,4665.5
Warren County,Pennsylvania,42123,3302.4,1965,4965.8
Mecosta County,Michigan,26107,3305.4,2099.8,4852.3
Clare County,Michigan,26035,3315.4,2243.4,4804
Boone County,Arkansas,5009,3318.2,2379.4,4550
Watauga County,North Carolina,37189,3321.7,2092.4,5004.7
Coshocton County,Ohio,39031,3322.9,2449.9,4292.1
Pittsburg County,Oklahoma,40121,3327.2,2174.6,4613.7
Vernon Parish,Louisiana,22115,3329.5,2253.2,4604.3
Clay County,Minnesota,27027,3335.1,2425.2,4400.2
Whitley County,Kentucky,21235,3351,2345.7,4477.5
Hillsdale County,Michigan,26059,3353.7,2217.2,4716.4
Graves County,Kentucky,21083,3358.5,2257,4548.9
Pontotoc County,Oklahoma,40123,3360.2,2407.4,4472.5
Okmulgee County,Oklahoma,40111,3362.5,2217.6,4840
Barry County,Missouri,29009,3363.6,2157.9,4795.4
Barron County,Wisconsin,55005,3365.5,2322.3,4788.8
Amador County,California,6005,3375.1,2031.8,5059.2
Clinton County,Ohio,39027,3384.3,2067.9,4781
Kendall County,Texas,48259,3386.1,1911.3,5155.1
Wilson County,Texas,48493,3392.4,2067.9,5180.1
Pike County,Ohio,39131,3399.6,2574.4,4324
Essex County,New York,36031,3404.6,2573.5,4291.5
Dickson County,Tennessee,47043,3405.6,2182.7,4953.2
Habersham County,Georgia,13137,3417.1,2180.5,4871.6
Huntington County,Indiana,18069,3423.2,2256.2,4719.8
Winona County,Minnesota,27169,3424.9,2434.7,4549.2
Dearborn County,Indiana,18029,3426,2308.4,4890.5
Henry County,Indiana,18065,3427.7,2293.9,4750.4
Wyoming County,New York,36121,3431.5,2492.9,4481.7
Buffalo County,Nebraska,31019,3433.3,2746.9,4157
Cortland County,New York,36023,3437,2461.8,4756.7
Marshall County,Mississippi,28093,3437.9,2327.6,4656.6
Montrose County,Colorado,8085,3447.6,2294.1,4820.8
Kay County,Oklahoma,40071,3457.2,2476.4,4695.3
Calaveras County,California,6009,3464.6,2011.2,5369.1
Vance County,North Carolina,37181,3464.7,2259,5201.1
Ravalli County,Montana,30081,3465.8,2554.9,4438.4
Burnet County,Texas,48053,3474,2142.4,5129.8
Bonner County,Idaho,16017,3474.2,2530.4,4658.2
Macon County,North Carolina,37113,3475.4,2230,5062.7
