State,County,median_household_income,total_population,Diabetes Estimate
North Carolina,Wake County,83567.0,1091662.0,69917.7
Wisconsin,Milwaukee County,52260.0,949180.0,69960.8
South Dakota,Jones County,46688.0,873.0,70.3
Kansas,Cloud County,48295.0,8831.0,701.9
Kentucky,Metcalfe County,40391.0,10062.0,702
Utah,Juab County,68333.0,11623.0,702.2
North Carolina,Haywood County,51548.0,61862.0,7025.8
Montana,Stillwater County,67448.0,9562.0,703
North Carolina,Camden County,63834.0,10654.0,703.4
Nebraska,Holt County,60214.0,10123.0,703.5
Massachusetts,Nantucket County,112306.0,11212.0,703.9
Wyoming,Laramie County,69369.0,99272.0,7032.8
South Carolina,Kershaw County,53980.0,65926.0,7033.2
North Carolina,Jones County,38324.0,9453.0,704
Missouri,Shannon County,36229.0,8207.0,704.7
Texas,San Augustine County,41568.0,8260.0,705.8
Idaho,Valley County,63115.0,11085.0,706.1
Georgia,Lincoln County,42036.0,7929.0,706.9
North Carolina,Moore County,63324.0,99263.0,7087.6
Georgia,Turner County,34514.0,7920.0,709.2
New Mexico,Quay County,33962.0,8265.0,709.5
Nebraska,Loup County,46111.0,690.0,71.2
Nebraska,Keya Paha County,55250.0,875.0,71.4
Connecticut,New Haven County,71370.0,855733.0,71000.5
Georgia,Walton County,65491.0,93284.0,7106.7
Arkansas,White County,44000.0,78725.0,7110.7
California,Los Angeles County,71358.0,10040682.0,711789.6
Virginia,Charles City County,60096.0,6965.0,712.9
Michigan,Lapeer County,65197.0,87975.0,7123.8
Indiana,Bartholomew County,66978.0,83280.0,7137.5
Ohio,Tuscarawas County,54451.0,92165.0,7138.6
Mississippi,Franklin County,39066.0,7716.0,714.6
Missouri,St. Louis County,68661.0,996179.0,71433.7
Georgia,Wilkinson County,36896.0,8945.0,716.5
Nebraska,Richardson County,44524.0,7913.0,716.5
Missouri,Buchanan County,51933.0,87904.0,7160.9
Minnesota,Hennepin County,81169.0,1255296.0,71619.4
Mississippi,Humphreys County,28628.0,8198.0,718.2
West Virginia,Clay County,35154.0,8599.0,718.3
Georgia,Twiggs County,43477.0,8195.0,719.4
Nebraska,Hayes County,52396.0,889.0,72.6
Idaho,Lemhi County,38819.0,7929.0,721.2
Alabama,Bullock County,33866.0,10173.0,721.2
Wisconsin,La Crosse County,60307.0,118168.0,7213
Montana,Rosebud County,57769.0,9065.0,723.2
Texas,Lamb County,44935.0,13018.0,723.3
Texas,Franklin County,59632.0,10767.0,723.3
Texas,Victoria County,58959.0,92044.0,7241
Ohio,Jefferson County,46849.0,65943.0,7241.1
Kentucky,Carroll County,41014.0,10691.0,725
Maine,Aroostook County,43791.0,67431.0,7259.3
Missouri,Harrison County,40615.0,8427.0,726.3
Arkansas,Scott County,42635.0,10269.0,728.1
Georgia,Evans County,46392.0,10671.0,728.9
Georgia,Seminole County,35286.0,8218.0,729.3
North Dakota,Walsh County,55428.0,10642.0,729.8
Washington,Lewis County,54970.0,79430.0,7293.7
Texas,Henderson County,49469.0,81969.0,7299.1
Tennessee,Cumberland County,49423.0,60016.0,7304.5
Kentucky,Wolfe County,22292.0,7188.0,731.1
Indiana,Switzerland County,51270.0,10727.0,731.6
Kentucky,Livingston County,52795.0,9172.0,731.8
Missouri,Madison County,47984.0,12176.0,732.3
Iowa,Winnebago County,51581.0,10474.0,732.6
Virginia,Richmond County,53298.0,8951.0,734.7
South Carolina,Greenwood County,41081.0,70672.0,7341.8
Indiana,Howard County,56387.0,82486.0,7369.6
Oklahoma,Nowata County,42051.0,10243.0,738.6
Illinois,Cumberland County,59271.0,10787.0,739.4
Texas,Live Oak County,50212.0,12175.0,739.7
Missouri,Platte County,82448.0,102848.0,7392.2
Montana,Wibaux County,50972.0,1037.0,74.7
Washington,Ferry County,41685.0,7643.0,740.3
Minnesota,Jackson County,62479.0,9873.0,741.2
Montana,Dawson County,51681.0,8824.0,741.5
South Carolina,Darlington County,37141.0,66858.0,7414.2
New York,Wayne County,62003.0,90103.0,7418.4
Alabama,Greene County,26688.0,8221.0,742.8
Illinois,Cass County,53899.0,12324.0,743.4
Louisiana,St. Helena Parish,45063.0,10227.0,743.9
Florida,Columbia County,44818.0,70898.0,7432
West Virginia,Monongalia County,54198.0,106196.0,7436.3
Texas,Tom Green County,57670.0,118645.0,7442.7
Kansas,Leavenworth County,76307.0,81499.0,7449.6
Georgia,Candler County,36955.0,10834.0,745.1
Tennessee,Greene County,43150.0,69077.0,7452.2
Minnesota,Wright County,87772.0,136387.0,7457.4
Florida,Polk County,51535.0,705735.0,74571
Missouri,Iron County,40082.0,10150.0,746.1
Iowa,Guthrie County,62644.0,10702.0,746.9
Texas,Bastrop County,71820.0,86839.0,7461.8
Kansas,Wilson County,49682.0,8600.0,747.6
Arizona,Coconino County,59000.0,142254.0,7473.8
Kentucky,Crittenden County,46354.0,8940.0,748.8
Iowa,Humboldt County,55707.0,9518.0,749.1
North Carolina,Burke County,43915.0,90148.0,7495.2
California,Fresno County,57109.0,990204.0,74986.9
Minnesota,Marshall County,60951.0,9353.0,750
Arkansas,Cleveland County,46349.0,8063.0,750.4
Iowa,Calhoun County,55285.0,9656.0,750.8
Michigan,Eaton County,67440.0,109730.0,7501.1
Louisiana,Madison Parish,32585.0,11137.0,751.3
Missouri,Barton County,44510.0,11732.0,751.8
Montana,Richland County,64158.0,11097.0,753.4
New Mexico,Mckinley County,36179.0,71956.0,7547.4
Missouri,Ralls County,54194.0,10258.0,755.2
Pennsylvania,Adams County,68411.0,102627.0,7553.3
Nebraska,Hamilton County,68649.0,9219.0,757.8
Mississippi,Webster County,52382.0,9727.0,757.9
Maryland,Calvert County,112696.0,92094.0,7578.5
Ohio,Ross County,51508.0,76816.0,7580.2
Idaho,Franklin County,59934.0,13736.0,759.1
Arkansas,Bradley County,41808.0,10805.0,759.2
Iowa,Johnson County,63062.0,150819.0,7593
Nevada,Esmeralda County,31845.0,1030.0,76.8
Missouri,Ozark County,33046.0,9138.0,760.4
Iowa,Lucas County,53967.0,8556.0,760.7
Georgia,Early County,34811.0,10218.0,760.8
Washington,Grant County,59165.0,96648.0,7604.8
Colorado,Huerfano County,40255.0,6769.0,761.3
Iowa,Keokuk County,52012.0,10163.0,761.8
Arkansas,Montgomery County,41165.0,8964.0,763.2
Alabama,Talladega County,43969.0,80244.0,7631.4
Mississippi,Jones County,43391.0,68307.0,7638.6
Nevada,White Pine County,57353.0,9570.0,764
Indiana,Martin County,55378.0,10169.0,764.5
Idaho,Bonneville County,61435.0,116970.0,7640.9
Virginia,Albemarle County,84643.0,108819.0,7656.2
Oklahoma,Johnston County,44238.0,11028.0,766.2
South Dakota,Clay County,51447.0,14076.0,766.7
Oklahoma,Rogers County,66038.0,92052.0,7664.3
Virginia,Mathews County,74489.0,8760.0,768.6
Montana,Deer Lodge County,42129.0,9153.0,769
New York,Erie County,59464.0,918873.0,76917.5
Pennsylvania,Lawrence County,50080.0,86148.0,7697.3
Michigan,Alger County,45184.0,9098.0,770.6
Iowa,Louisa County,63034.0,11125.0,770.6
South Carolina,Laurens County,44374.0,66990.0,7701.2
Missouri,Carroll County,51414.0,8723.0,772.8
Texas,Hidalgo County,41846.0,861137.0,77233.1
Washington,Grays Harbor County,50665.0,73769.0,7724.4
Minnesota,Swift County,53457.0,9329.0,774
Iowa,Mitchell County,60260.0,10588.0,775.2
Florida,Liberty County,39121.0,8333.0,775.7
Georgia,Heard County,50583.0,11785.0,775.9
Ohio,Muskingum County,48350.0,86033.0,7774.3
Georgia,Bacon County,36692.0,11140.0,778.5
Oregon,Josephine County,47733.0,87097.0,7790.8
Utah,Daggett County,74911.0,590.0,78
Colorado,Rio Grande County,43570.0,11300.0,780.6
Idaho,Owyhee County,48601.0,11724.0,781.1
Iowa,Pottawattamie County,59901.0,93478.0,7822.6
Georgia,Lanier County,32158.0,10534.0,784
Mississippi,Claiborne County,32268.0,9042.0,784.8
Mississippi,Lee County,55861.0,85304.0,7841.1
Texas,Clay County,63125.0,10444.0,786.2
Virginia,Augusta County,65076.0,75754.0,7863.7
Texas,Reeves County,61543.0,15546.0,787.4
Georgia,Taylor County,28550.0,8126.0,788.5
Nebraska,Custer County,53891.0,10788.0,788.9
Texas,Ector County,63096.0,162067.0,7883.3
New York,Ontario County,64795.0,109774.0,7883.7
Iowa,Monona County,51866.0,8675.0,789
Missouri,Dekalb County,58433.0,11872.0,790
Minnesota,Lake County,65201.0,10571.0,791.7
Vermont,Chittenden County,76316.0,163414.0,7916.3
Missouri,Hickory County,33342.0,9452.0,794.9
Michigan,Macomb County,64641.0,870893.0,79422.6
Alabama,Cullman County,48388.0,83345.0,7952.7
South Dakota,Custer County,64556.0,8826.0,797.1
Iowa,Grundy County,71760.0,12262.0,798.2
Iowa,Hancock County,61957.0,10709.0,798.6
Georgia,Bleckley County,46992.0,12870.0,798.6
New Jersey,Cape May County,72385.0,92701.0,7982.1
Georgia,Bartow County,61226.0,106456.0,7985.2
Florida,Putnam County,40068.0,73784.0,7996
Minnesota,Scott County,103261.0,147201.0,7999.4
Illinois,Kankakee County,59370.0,109924.0,8013.1
North Dakota,Mclean County,70261.0,9531.0,802.2
New York,Jefferson County,54726.0,111454.0,8020.7
Alabama,Perry County,23875.0,9104.0,803.3
Utah,Emery County,57772.0,10099.0,804
Illinois,Marshall County,57303.0,11562.0,804.7
Mississippi,Madison County,71621.0,105482.0,8053.4
Texas,Marion County,39093.0,9987.0,806.2
Illinois,Wabash County,48878.0,11390.0,806.7
New York,Clinton County,59510.0,80320.0,8063.3
Ohio,Miami County,62347.0,106074.0,8069.6
Iowa,Chickasaw County,61239.0,11970.0,807.4
Kansas,Rice County,49688.0,9532.0,809.1
Minnesota,Pope County,62878.0,11107.0,809.4
West Virginia,Pendleton County,46358.0,6968.0,809.9
Florida,Walton County,67390.0,71049.0,8094.8
Pennsylvania,Lycoming County,54906.0,114014.0,8095.3
Missouri,Montgomery County,52123.0,11414.0,810
Kentucky,Warren County,54325.0,130836.0,8107.8
Colorado,Moffat County,54583.0,13150.0,811.4
South Dakota,Todd County,24102.0,10308.0,812.2
Alaska,Kodiak Island Borough,79173.0,13383.0,812.6
Kansas,Clay County,47880.0,8030.0,815.6
Arizona,Apache County,33967.0,71714.0,8158.8
Kentucky,Lyon County,49286.0,8226.0,818.8
Alaska,Bethel Census Area,54400.0,18263.0,818.9
Illinois,Kendall County,96854.0,127583.0,8184.2
South Dakota,Harding County,61111.0,1178.0,82
Texas,Glasscock County,74375.0,1447.0,82.7
Texas,Madison County,60499.0,14329.0,820
New York,Cattaraugus County,50700.0,76750.0,8200.4
Indiana,Marion County,51219.0,957337.0,82063.1
North Carolina,Orange County,74803.0,146354.0,8210.5
Texas,Pecos County,53879.0,15725.0,822.7
Missouri,Grundy County,46885.0,9885.0,823.1
Hawaii,Honolulu County,87722.0,979682.0,82320.8
West Virginia,Harrison County,52134.0,67620.0,8237
Ohio,Ashtabula County,47925.0,97416.0,8247.7
North Carolina,Henderson County,58928.0,116298.0,8248.7
Texas,Camp County,49539.0,12938.0,826.3
New York,Chemung County,54883.0,84115.0,8267.6
Kansas,Brown County,50649.0,9575.0,828.9
Kentucky,Todd County,47229.0,12334.0,829.8
Tennessee,Shelby County,52092.0,936611.0,82918.6
Florida,Pinellas County,56419.0,970985.0,82996.3
Montana,Carter County,42300.0,1305.0,83.7
Texas,Midland County,83217.0,171238.0,8303.5
Mississippi,Lauderdale County,42922.0,75557.0,8308.2
West Virginia,Doddridge County,51300.0,8499.0,832.8
South Dakota,Pennington County,58278.0,112504.0,8328.4
Georgia,Hancock County,32914.0,8500.0,834.2
Florida,Nassau County,72998.0,85762.0,8350.1
Kentucky,Powell County,41071.0,12283.0,837.1
Texas,Karnes County,52896.0,15547.0,837.3
Wyoming,Big Horn County,51237.0,11809.0,837.5
Arkansas,Lee County,27902.0,8963.0,837.7
New Mexico,Santa Fe County,60668.0,150319.0,8373
Virginia,Hanover County,91444.0,106538.0,8376.9
Wisconsin,Forest County,48394.0,9003.0,840.6
Texas,Andrews County,75147.0,18227.0,840.9
South Carolina,Georgetown County,52488.0,62150.0,8402
Idaho,Benewah County,47983.0,9231.0,841.7
Illinois,Menard County,77550.0,12261.0,843.2
Iowa,Montgomery County,55761.0,10016.0,844.1
Virginia,Poquoson City,100696.0,12121.0,844.2
Colorado,Prowers County,42648.0,12035.0,844.7
Illinois,Lasalle County,60069.0,108998.0,8446.2
Mississippi,Choctaw County,36648.0,8206.0,845.8
Alabama,Elmore County,62324.0,81526.0,8452.8
Arkansas,Jefferson County,40402.0,68123.0,8463.7
Wisconsin,Sheboygan County,62101.0,115152.0,8469.3
West Virginia,Pocahontas County,37642.0,8382.0,847
Kentucky,Clinton County,33092.0,10175.0,847.7
Ohio,Wayne County,61424.0,116063.0,8475
Alabama,St. Clair County,62531.0,88929.0,8476.9
Oklahoma,Blaine County,49638.0,9521.0,848.5
Virginia,Suffolk City,79899.0,91383.0,8484.5
Nebraska,Sioux County,47422.0,1298.0,85.5
Montana,Garfield County,43750.0,1051.0,85.6
Texas,Foard County,39306.0,1207.0,85.7
Indiana,Pulaski County,49140.0,12482.0,850.2
Kentucky,Green County,33846.0,11000.0,851.1
Illinois,Johnson County,55363.0,12391.0,851.7
New York,Nassau County,120036.0,1355683.0,85148.8
Missouri,Oregon County,32766.0,10561.0,852.2
Washington,Skamania County,69296.0,11906.0,852.7
Maryland,Cecil County,79415.0,102889.0,8537.7
West Virginia,Raleigh County,43283.0,74452.0,8537.7
West Virginia,Webster County,33358.0,8289.0,855.7
Wyoming,Teton County,87053.0,23356.0,856.6
Virginia,Alexandria City,102227.0,158309.0,8584.2
Kentucky,Daviess County,54881.0,101001.0,8588.2
Georgia,Clarke County,40363.0,126952.0,8591.7
California,Alpine County,85750.0,1159.0,86.8
Oklahoma,Atoka County,42392.0,13815.0,860.3
Ohio,Scioto County,41866.0,75441.0,8604.5
Virginia,Williamsburg City,59288.0,15034.0,861
South Dakota,Lake County,63165.0,12747.0,861.5
Minnesota,Pennington County,60940.0,14110.0,861.7
Texas,Gregg County,52027.0,123633.0,8615.9
Arkansas,Pike County,42983.0,10714.0,862.3
Louisiana,West Carroll Parish,42545.0,10934.0,862.7
Georgia,Glynn County,56952.0,85008.0,8627.5
California,Contra Costa County,103997.0,1147788.0,86360.5
Arkansas,Craighead County,49730.0,109081.0,8650.2
California,Humboldt County,49235.0,136101.0,8655.5
Idaho,Camas County,36908.0,1069.0,87
Alaska,Lake And Peninsula Borough,48750.0,1156.0,87.9
Michigan,Allegan County,65071.0,117104.0,8715.2
Texas,Morris County,43995.0,12357.0,872.8
Alabama,Marshall County,50216.0,96137.0,8724.9
Virginia,Martinsville City,36166.0,12646.0,873.4
Kentucky,Martin County,42894.0,11421.0,873.8
Illinois,Tazewell County,66220.0,132524.0,8749.5
Missouri,Caldwell County,51451.0,9052.0,876.7
Virginia,Radford City,34576.0,17833.0,878.1
Tennessee,Lewis County,36977.0,12131.0,879
Illinois,Greene County,51746.0,12988.0,879.4
West Virginia,Cabell County,41472.0,93328.0,8792.9
Montana,Prairie County,42350.0,1162.0,88.5
Texas,Deaf Smith County,49790.0,18617.0,881.2
Oklahoma,Latimer County,40044.0,10239.0,883
Oklahoma,Pushmataha County,38325.0,11055.0,883.6
Iowa,Franklin County,55630.0,10091.0,883.8
Arkansas,Chicot County,33523.0,10433.0,884.2
Oklahoma,Haskell County,43950.0,12688.0,884.4
Oregon,Morrow County,56572.0,11425.0,884.4
Indiana,Blackford County,44341.0,11926.0,884.7
Illinois,Ford County,50582.0,13155.0,884.7
Oregon,Douglas County,50031.0,110015.0,8843.2
Illinois,Moultrie County,64033.0,14557.0,887.1
Massachusetts,Middlesex County,106202.0,1605899.0,88798.7
Kentucky,Webster County,44540.0,13021.0,888
Oklahoma,Wagoner County,64958.0,80264.0,8880.8
North Carolina,Caldwell County,46094.0,82056.0,8881.6
Tennessee,Sevier County,51734.0,98007.0,8887.8
Kentucky,Hardin County,57101.0,109627.0,8900.7
Washington,Cowlitz County,58791.0,108399.0,8902.9
Alabama,Lowndes County,33634.0,9936.0,891.6
West Virginia,Tyler County,47598.0,8736.0,891.7
Massachusetts,Hampshire County,73518.0,161361.0,8915
Idaho,Washington County,42126.0,10128.0,892
Kentucky,Washington County,55321.0,12044.0,892.7
Virginia,Cumberland County,50565.0,9869.0,892.8
North Carolina,Craven County,53894.0,102290.0,8925.2
Minnesota,Cottonwood County,51067.0,11279.0,895
Oklahoma,Noble County,60019.0,11263.0,895.2
Alabama,Lauderdale County,48428.0,92870.0,8959.2
Texas,Scurry County,50277.0,16918.0,896.2
Washington,Skagit County,71021.0,127442.0,8960.2
Texas,Rains County,52612.0,12001.0,897.8
Texas,Kaufman County,72179.0,129792.0,8976.4
Arkansas,Lincoln County,46554.0,13278.0,901.1
Mississippi,Montgomery County,38022.0,9956.0,901.9
New York,New York County,89812.0,1629153.0,90386.9
North Dakota,Ramsey County,52688.0,11521.0,904.4
Arkansas,Little River County,48966.0,12345.0,904.7
Virginia,Roanoke City,45664.0,99122.0,9043
Pennsylvania,Allegheny County,62320.0,1218380.0,90463.6
North Carolina,Nash County,49949.0,94287.0,9048.5
Illinois,Clay County,52167.0,13217.0,905.6
Georgia,Jeff Davis County,36987.0,15063.0,905.9
North Dakota,Barnes County,60472.0,10592.0,906.1
Indiana,Monroe County,52229.0,147318.0,9064.6
Texas,Angelina County,49684.0,87119.0,9066.7
Missouri,Linn County,51150.0,12004.0,907.6
Rhode Island,Washington County,86970.0,126139.0,9103.6
Indiana,Crawford County,41761.0,10582.0,911.4
Texas,Gaines County,62994.0,21077.0,912.5
Texas,Blanco County,70397.0,11733.0,914.2
Louisiana,Ascension Parish,82594.0,125061.0,9144.2
Georgia,Dougherty County,40947.0,88696.0,9154.3
Texas,Wilbarger County,45121.0,12717.0,916.1
Kentucky,Owen County,50553.0,10847.0,916.3
Tennessee,Cannon County,52518.0,14374.0,917.5
Florida,Duval County,56769.0,948651.0,91838.4
Minnesota,Olmsted County,80403.0,156446.0,9184.8
Michigan,Montmorency County,42160.0,9270.0,919.1
Georgia,Fayette County,93777.0,113544.0,9193.8
Georgia,Newton County,59178.0,109835.0,9221.3
Texas,Grayson County,58296.0,133527.0,9223.6
New York,Steuben County,55349.0,95843.0,9242.2
Missouri,Moniteau County,57012.0,15907.0,925
Kentucky,Butler County,45955.0,12756.0,925.6
Arkansas,Perry County,44926.0,10342.0,926
Idaho,Boundary County,45319.0,12156.0,926.9
Nebraska,Red Willow County,48140.0,10725.0,928.4
Colorado,Gunnison County,60557.0,17119.0,929.6
Illinois,Mason County,50883.0,13486.0,929.8
Mississippi,Issaquena County,28333.0,1223.0,93
Texas,Motley County,45417.0,1362.0,93.7
California,Mono County,64924.0,14395.0,930.6
Mississippi,Carroll County,46729.0,9972.0,931.6
Iowa,Woodbury County,60768.0,102687.0,9310.4
Washington,Lincoln County,58584.0,10732.0,932.2
Arkansas,Howard County,38038.0,13267.0,932.5
Missouri,Cedar County,39408.0,14144.0,934
Indiana,Vigo County,47261.0,107305.0,9349.3
Maryland,Wicomico County,60366.0,103222.0,9351.3
Maine,Androscoggin County,55002.0,107958.0,9354.4
Illinois,Washington County,64390.0,13967.0,937.1
Michigan,Oakland County,81587.0,1255340.0,93768.5
New York,St. Lawrence County,52071.0,108352.0,9377.4
Illinois,White County,48303.0,13712.0,938.3
Texas,Comanche County,54889.0,13597.0,938.9
Georgia,Charlton County,42743.0,13032.0,943.8
Texas,Nolan County,43692.0,14901.0,945.4
Missouri,Osage County,62087.0,13613.0,945.5
Virginia,Falls Church City,146922.0,14309.0,945.9
Wisconsin,Washington County,80839.0,135529.0,9463.2
New York,Suffolk County,105362.0,1481364.0,94695.3
South Carolina,Allendale County,26074.0,8789.0,947.7
Virginia,Clarke County,86154.0,14498.0,947.9
West Virginia,Wood County,48711.0,84387.0,9479.8
Oklahoma,Okfuskee County,40913.0,11987.0,948.9
Minnesota,Stearns County,65244.0,159788.0,9490
Indiana,Clark County,57111.0,117410.0,9497.4
Texas,Jackson County,58243.0,14822.0,950.6
Missouri,Douglas County,43714.0,13335.0,952.1
Tennessee,Stewart County,49537.0,13553.0,953.2
Arkansas,Stone County,36067.0,12582.0,953.4
New Mexico,Roosevelt County,42917.0,18723.0,954.5
Virginia,Sussex County,51701.0,11202.0,954.6
North Carolina,Gates County,45871.0,11519.0,956.6
California,Napa County,92219.0,138572.0,9564.7
Michigan,Lenawee County,57314.0,98310.0,9569.3
Illinois,Clark County,59481.0,15602.0,957.1
Illinois,Massac County,51195.0,14041.0,957.2
Illinois,Lawrence County,53087.0,15830.0,957.3
Iowa,Black Hawk County,54774.0,131813.0,9570.9
Iowa,Appanoose County,39693.0,12462.0,959.3
Alabama,Clay County,42678.0,13285.0,959.3
Alabama,Coosa County,43571.0,10696.0,959.9
Kansas,Wallace County,49632.0,1583.0,96
South Dakota,Hyde County,59844.0,1446.0,96.5
South Carolina,Lancaster County,65421.0,95378.0,9607.9
Texas,Zavala County,40090.0,11930.0,963.5
North Carolina,Alleghany County,37158.0,11085.0,964.2
Missouri,Franklin County,60129.0,103629.0,9649.2
New Hampshire,Merrimack County,77937.0,150902.0,9650.8
Kentucky,Leslie County,36038.0,10081.0,967.7
Georgia,Lowndes County,46113.0,116436.0,9671
Indiana,Morgan County,67680.0,70141.0,9677.6
Texas,Moore County,53967.0,21169.0,970.1
Iowa,Cherokee County,56302.0,11281.0,972
Kansas,Atchison County,50683.0,16210.0,975.4
Minnesota,Roseau County,62304.0,15259.0,976.6
Illinois,De Witt County,57727.0,15764.0,977.7
Texas,Randall County,68186.0,136005.0,9771.4
Texas,Red River County,37135.0,12115.0,978.7
Pennsylvania,Centre County,61921.0,162264.0,9784.3
Arkansas,Desha County,31855.0,11538.0,979.4
Texas,Frio County,48708.0,20013.0,979.6
West Virginia,Ritchie County,44328.0,9747.0,979.6
Michigan,Iron County,44183.0,11099.0,979.9
Arkansas,Garland County,48150.0,99043.0,9790
Texas,Stonewall County,58309.0,1412.0,98.3
Florida,Orange County,61416.0,1373784.0,98031.1
Idaho,Clearwater County,42413.0,8735.0,981.5
New York,Oswego County,59070.0,117630.0,9824.8
Arkansas,Saline County,66876.0,120990.0,9833.8
Iowa,Allamakee County,55523.0,13761.0,984.1
New Mexico,Sandoval County,65071.0,144954.0,9845.5
Montana,Carbon County,61209.0,10689.0,985
Virginia,Spotsylvania County,90913.0,134683.0,9855.1
Minnesota,Wadena County,46178.0,13681.0,986.3
Missouri,Bollinger County,45140.0,12181.0,986.5
Colorado,Alamosa County,41121.0,16153.0,987
Connecticut,Tolland County,87809.0,150947.0,9886.1
Iowa,Butler County,56473.0,14508.0,989.2
Kentucky,Edmonson County,44229.0,12195.0,989.4
Texas,Cottle County,40250.0,1624.0,99.3
South Dakota,Sully County,60508.0,1278.0,99.5
Arkansas,Faulkner County,54191.0,124800.0,9902.1
Texas,Parker County,84189.0,138447.0,9908.3
Montana,Custer County,54891.0,11563.0,991.3
Georgia,Whitfield County,50055.0,104122.0,9917.9
Missouri,Boone County,58740.0,179704.0,9921.8
California,Trinity County,41780.0,12541.0,993.2
Louisiana,Lasalle Parish,51141.0,14950.0,995
Tennessee,Maury County,60567.0,94615.0,9951.6
Minnesota,Faribault County,53963.0,13727.0,997.4
North Carolina,Rockingham County,45697.0,91051.0,9972.4
Louisiana,Bossier Parish,55448.0,126952.0,9981.5
Indiana,Pike County,55022.0,12364.0,999.3
