State,County,median_household_income,total_population
Michigan,Montmorency County,42160.0,9270.0
Michigan,Oakland County,81587.0,1255340.0
Michigan,Ontonagon County,41776.0,5802.0
Michigan,Otsego County,55917.0,24613.0
Michigan,Presque Isle County,48734.0,12687.0
Michigan,St. Clair County,58722.0,159285.0
Michigan,Schoolcraft County,48443.0,8031.0
Michigan,Van Buren County,56652.0,75416.0
Minnesota,Anoka County,84379.0,353775.0
Minnesota,Becker County,60508.0,34227.0
Minnesota,Beltrami County,50525.0,46784.0
Minnesota,Benton County,60564.0,40476.0
Minnesota,Big Stone County,55909.0,4974.0
Minnesota,Blue Earth County,61058.0,67368.0
Minnesota,Brown County,59804.0,25076.0
Minnesota,Carlton County,66201.0,35709.0
Minnesota,Carver County,104011.0,103561.0
Minnesota,Cass County,53845.0,29462.0
Minnesota,Chippewa County,57301.0,11876.0
Minnesota,Chisago County,86900.0,55844.0
Minnesota,Watonwan County,53304.0,10903.0
Minnesota,Wadena County,46178.0,13681.0
Minnesota,Clay County,66069.0,64029.0
Minnesota,Clearwater County,51742.0,8872.0
Minnesota,Cook County,59537.0,5402.0
Minnesota,Cottonwood County,51067.0,11279.0
Minnesota,Crow Wing County,57779.0,64775.0
Minnesota,Dakota County,88468.0,425271.0
Minnesota,Dodge County,79020.0,20807.0
Minnesota,Douglas County,65430.0,37820.0
Minnesota,Faribault County,53963.0,13727.0
Minnesota,Fillmore County,64375.0,21031.0
Minnesota,Goodhue County,69334.0,46330.0
Minnesota,Grant County,59246.0,5962.0
Minnesota,Houston County,59514.0,18670.0
Minnesota,Hubbard County,58475.0,21287.0
Minnesota,Itasca County,55744.0,45180.0
Minnesota,Kanabec County,57877.0,16205.0
Minnesota,Kandiyohi County,64252.0,42909.0
Minnesota,Koochiching County,52297.0,12355.0
Minnesota,Lac qui Parle County,57802.0,6645.0
Minnesota,Lake of the Woods County,50669.0,3747.0
Minnesota,Le Sueur County,75925.0,28425.0
Minnesota,Lyon County,57274.0,25696.0
Minnesota,McLeod County,62885.0,35788.0
Minnesota,Marshall County,60951.0,9353.0
Minnesota,Martin County,53851.0,19737.0
Minnesota,Mille Lacs County,57173.0,25963.0
Minnesota,Morrison County,58826.0,33119.0
Minnesota,Murray County,62839.0,8247.0
Minnesota,Nicollet County,69174.0,34176.0
Minnesota,Norman County,56081.0,6466.0
Minnesota,Olmsted County,80403.0,156446.0
Minnesota,Pennington County,60940.0,14110.0
Minnesota,Pine County,55606.0,29254.0
Minnesota,Polk County,58682.0,31384.0
Minnesota,Pope County,62878.0,11107.0
Minnesota,Red Lake County,59698.0,4005.0
Minnesota,Redwood County,57243.0,15193.0
Minnesota,Rice County,70600.0,66549.0
Minnesota,Rock County,65744.0,9386.0
Minnesota,St. Louis County,57480.0,199499.0
Minnesota,Scott County,103261.0,147201.0
Minnesota,Sibley County,64170.0,14871.0
Minnesota,Stearns County,65244.0,159788.0
Minnesota,Stevens County,65503.0,9770.0
Minnesota,Swift County,53457.0,9329.0
Minnesota,Traverse County,51216.0,3282.0
Minnesota,Wabasha County,67906.0,21564.0
Minnesota,Waseca County,60450.0,18658.0
Minnesota,Washington County,97584.0,259072.0
Minnesota,Wilkin County,56829.0,6264.0
Minnesota,Winona County,60020.0,50744.0
Minnesota,Wright County,87772.0,136387.0
Minnesota,Yellow Medicine County,59289.0,9775.0
Minnesota,Aitkin County,49086.0,15826.0
Minnesota,Freeborn County,54628.0,30465.0
Minnesota,Hennepin County,81169.0,1255296.0
Minnesota,Isanti County,76999.0,40004.0
Minnesota,Jackson County,62479.0,9873.0
Minnesota,Kittson County,55410.0,4272.0
Minnesota,Lake County,65201.0,10571.0
Minnesota,Lincoln County,53557.0,5641.0
Minnesota,Mahnomen County,45398.0,5508.0
Minnesota,Meeker County,63841.0,23149.0
Minnesota,Mower County,55378.0,39931.0
Minnesota,Nobles County,56000.0,21667.0
Minnesota,Otter Tail County,59456.0,58416.0
Minnesota,Pipestone County,53688.0,9163.0
Minnesota,Ramsey County,67238.0,546598.0
Minnesota,Renville County,58542.0,14572.0
Minnesota,Roseau County,62304.0,15259.0
Minnesota,Sherburne County,88671.0,96015.0
Minnesota,Steele County,68172.0,36710.0
Minnesota,Todd County,54502.0,24603.0
Mississippi,Adams County,30633.0,31103.0
Mississippi,Alcorn County,40938.0,37058.0
Mississippi,Amite County,30805.0,12341.0
Mississippi,Attala County,35631.0,18308.0
Mississippi,Benton County,39758.0,8275.0
Mississippi,Bolivar County,32412.0,31253.0
Mississippi,Calhoun County,40345.0,14417.0
Mississippi,Carroll County,46729.0,9972.0
Mississippi,Chickasaw County,35592.0,17060.0
Mississippi,Choctaw County,36648.0,8206.0
Mississippi,Claiborne County,32268.0,9042.0
Mississippi,Clarke County,38631.0,15612.0
Mississippi,Clay County,33209.0,19515.0
Mississippi,Coahoma County,30761.0,22685.0
Mississippi,Copiah County,44252.0,28339.0
Mississippi,Covington County,32917.0,18810.0
Mississippi,DeSoto County,69990.0,182256.0
Mississippi,Forrest County,42298.0,75162.0
Mississippi,Franklin County,39066.0,7716.0
Mississippi,Greene County,47033.0,13619.0
Mississippi,Grenada County,39952.0,20927.0
Mississippi,Harrison County,48547.0,206169.0
Mississippi,Hinds County,45380.0,235604.0
Mississippi,Humphreys County,28628.0,8198.0
Mississippi,Issaquena County,28333.0,1223.0
Mississippi,Jackson County,53726.0,142872.0
Mississippi,Jasper County,37877.0,16454.0
Mississippi,Jefferson Davis County,32214.0,11182.0
Mississippi,Jones County,43391.0,68307.0
Mississippi,Lafayette County,53318.0,54059.0
Mississippi,Lauderdale County,42922.0,75557.0
Mississippi,Lawrence County,36239.0,12595.0
Mississippi,Lee County,55861.0,85304.0
Mississippi,Leflore County,30077.0,28764.0
Mississippi,Lowndes County,48170.0,58896.0
Mississippi,Madison County,71621.0,105482.0
Mississippi,Marshall County,43411.0,35502.0
Mississippi,Monroe County,45018.0,35559.0
Mississippi,Neshoba County,40750.0,29250.0
Mississippi,Noxubee County,36958.0,10566.0
Mississippi,Oktibbeha County,39490.0,49593.0
Mississippi,Pearl River County,51538.0,55512.0
Mississippi,Perry County,47173.0,11981.0
Mississippi,Pontotoc County,48980.0,31996.0
Mississippi,Prentiss County,40163.0,25155.0
Mississippi,Rankin County,68310.0,154119.0
Mississippi,Scott County,39971.0,28288.0
Mississippi,Simpson County,43403.0,26818.0
Mississippi,Stone County,47683.0,18282.0
Mississippi,Sunflower County,31515.0,25759.0
Mississippi,Tate County,55738.0,28419.0
Mississippi,Tippah County,37894.0,21976.0
Mississippi,Tunica County,34485.0,9807.0
Mississippi,Union County,47317.0,28578.0
Mississippi,Warren County,46909.0,46030.0
Mississippi,Washington County,32011.0,45072.0
Mississippi,Webster County,52382.0,9727.0
Mississippi,Wilkinson County,30760.0,8727.0
Mississippi,Yalobusha County,41440.0,12276.0
Mississippi,Yazoo County,32729.0,28511.0
Mississippi,George County,47044.0,24098.0
Mississippi,Hancock County,54860.0,47339.0
Mississippi,Holmes County,24074.0,17414.0
Mississippi,Itawamba County,47649.0,23396.0
Mississippi,Jefferson County,29524.0,7129.0
Mississippi,Kemper County,30735.0,9829.0
Mississippi,Lamar County,61649.0,62693.0
Mississippi,Leake County,36708.0,22791.0
Mississippi,Lincoln County,41355.0,34197.0
Mississippi,Marion County,31629.0,24785.0
Mississippi,Montgomery County,38022.0,9956.0
Mississippi,Newton County,42176.0,21215.0
Mississippi,Panola County,37232.0,34079.0
Mississippi,Pike County,32726.0,39365.0
Mississippi,Quitman County,24233.0,7038.0
Mississippi,Sharkey County,35711.0,4427.0
Mississippi,Smith County,44714.0,15919.0
Mississippi,Tallahatchie County,30433.0,14041.0
Mississippi,Tishomingo County,38302.0,19396.0
Mississippi,Walthall County,33566.0,14423.0
Mississippi,Wayne County,33612.0,20344.0
Mississippi,Winston County,38986.0,18116.0
Missouri,Cass County,72522.0,104687.0
Missouri,Christian County,64442.0,87324.0
Missouri,Clinton County,62213.0,20503.0
Missouri,Crawford County,44380.0,23984.0
Missouri,Daviess County,52143.0,8294.0
Missouri,Douglas County,43714.0,13335.0
Missouri,Gasconade County,56380.0,14673.0
Missouri,Grundy County,46885.0,9885.0
Missouri,Hickory County,33342.0,9452.0
Missouri,Howell County,39482.0,40130.0
Missouri,Jasper County,49155.0,120528.0
Missouri,Johnson County,56440.0,53948.0
Missouri,Lafayette County,62076.0,32697.0
Missouri,Lincoln County,70424.0,57590.0
Missouri,McDonald County,42876.0,22882.0
Missouri,Maries County,48276.0,8791.0
Missouri,Miller County,47964.0,25369.0
Missouri,Monroe County,43422.0,8630.0
Missouri,New Madrid County,40129.0,17275.0
Missouri,Oregon County,32766.0,10561.0
Missouri,Pemiscot County,34709.0,16330.0
Missouri,Shannon County,36229.0,8207.0
Missouri,Stone County,51476.0,31875.0
Missouri,Texas County,35758.0,25518.0
Missouri,Washington County,42849.0,24819.0
Missouri,Worth County,47500.0,2001.0
Missouri,St. Louis city,45782.0,304709.0
Missouri,Adair County,42301.0,25468.0
Missouri,Andrew County,58911.0,17554.0
Missouri,Atchison County,51625.0,5180.0
Missouri,Audrain County,44699.0,25336.0
Missouri,Barry County,45811.0,35615.0
Missouri,Barton County,44510.0,11732.0
Missouri,Bates County,46733.0,16282.0
Missouri,Benton County,41751.0,19305.0
Missouri,Bollinger County,45140.0,12181.0
Missouri,Boone County,58740.0,179704.0
Missouri,Buchanan County,51933.0,87904.0
Missouri,Butler County,42227.0,42570.0
Missouri,Caldwell County,51451.0,9052.0
Missouri,Callaway County,59835.0,44944.0
Missouri,Camden County,53520.0,45823.0
Missouri,Cape Girardeau County,53776.0,78834.0
Missouri,Carroll County,51414.0,8723.0
Missouri,Carter County,42403.0,6085.0
Missouri,Cedar County,39408.0,14144.0
Missouri,Chariton County,51545.0,7449.0
Missouri,Clark County,45842.0,6783.0
Missouri,Clay County,72047.0,246480.0
Missouri,Cole County,61184.0,76630.0
Missouri,Cooper County,53003.0,17522.0
Missouri,Dade County,42117.0,7571.0
Missouri,Dallas County,40404.0,16841.0
Missouri,DeKalb County,58433.0,11872.0
Missouri,Dent County,42714.0,15518.0
Missouri,Dunklin County,38020.0,29657.0
Missouri,Franklin County,60129.0,103629.0
Missouri,Gentry County,46774.0,6576.0
Missouri,Greene County,47053.0,291574.0
Missouri,Harrison County,40615.0,8427.0
Missouri,Henry County,47500.0,21854.0
Missouri,Holt County,46442.0,4374.0
Missouri,Howard County,55000.0,10022.0
Missouri,Iron County,40082.0,10150.0
Missouri,Jackson County,56960.0,700733.0
Missouri,Jefferson County,67606.0,224777.0
Missouri,Knox County,37588.0,3948.0
Missouri,Laclede County,46582.0,35680.0
Missouri,Lawrence County,44060.0,38241.0
Missouri,Lewis County,45118.0,9898.0
Missouri,Linn County,51150.0,12004.0
Missouri,Livingston County,50818.0,14969.0
Missouri,Macon County,44696.0,15154.0
Missouri,Madison County,47984.0,12176.0
Missouri,Marion County,54277.0,28572.0
Missouri,Mercer County,50030.0,3623.0
Missouri,Mississippi County,34354.0,13328.0
Missouri,Moniteau County,57012.0,15907.0
Missouri,Montgomery County,52123.0,11414.0
Missouri,Morgan County,41477.0,20438.0
Missouri,Newton County,52067.0,58288.0
Missouri,Nodaway County,46303.0,22199.0
Missouri,Osage County,62087.0,13613.0
Missouri,Ozark County,33046.0,9138.0
Missouri,Perry County,56861.0,19227.0
Missouri,Pettis County,49315.0,42421.0
Missouri,Phelps County,44987.0,44587.0
Missouri,Pike County,44920.0,18158.0
Missouri,Platte County,82448.0,102848.0
Missouri,Polk County,47614.0,32031.0
Missouri,Pulaski County,58426.0,52359.0
Missouri,Putnam County,48833.0,4746.0
Missouri,Ralls County,54194.0,10258.0
Missouri,Randolph County,50440.0,24769.0
Missouri,Ray County,65303.0,22900.0
Missouri,Reynolds County,39552.0,6274.0
Missouri,Ripley County,36066.0,13484.0
Missouri,St. Charles County,87644.0,398472.0
Missouri,St. Clair County,39000.0,9455.0
Missouri,Ste. Genevieve County,61746.0,17887.0
Missouri,St. Francois County,46307.0,66653.0
Missouri,St. Louis County,68661.0,996179.0
Missouri,Saline County,47585.0,22932.0
Missouri,Schuyler County,44420.0,4550.0
Missouri,Scotland County,47708.0,4923.0
Missouri,Scott County,46310.0,38538.0
Missouri,Shelby County,43809.0,5975.0
Missouri,Stoddard County,42761.0,29255.0
Missouri,Sullivan County,44056.0,6163.0
Missouri,Taney County,47860.0,55563.0
Missouri,Vernon County,43910.0,20560.0
Missouri,Warren County,64735.0,35090.0
Missouri,Wayne County,38018.0,13058.0
Missouri,Webster County,55827.0,39127.0
Missouri,Wright County,36711.0,18256.0
Montana,Big Horn County,48273.0,13302.0
Montana,Blaine County,45361.0,6698.0
Montana,Carbon County,61209.0,10689.0
Montana,Carter County,42300.0,1305.0
Montana,Chouteau County,45707.0,5731.0
Montana,Daniels County,56026.0,1705.0
Montana,Dawson County,51681.0,8824.0
Montana,Fallon County,69792.0,2975.0
Montana,Fergus County,47618.0,11167.0
Montana,Gallatin County,70124.0,111401.0
Montana,Garfield County,43750.0,1051.0
Montana,Golden Valley County,49028.0,814.0
Montana,Hill County,50912.0,16422.0
Montana,Jefferson County,71779.0,12069.0
Montana,Lake County,52169.0,30383.0
Montana,Lewis and Clark County,66062.0,68714.0
Montana,Lincoln County,39820.0,19845.0
Montana,McCone County,57045.0,1826.0
Montana,Meagher County,46815.0,1795.0
Montana,Mineral County,48672.0,4330.0
Montana,Musselshell County,46328.0,4682.0
Montana,Petroleum County,40000.0,464.0
Montana,Phillips County,46686.0,4032.0
Montana,Powder River County,57755.0,1634.0
Montana,Powell County,50332.0,6843.0
Montana,Prairie County,42350.0,1162.0
Montana,Ravalli County,55090.0,43424.0
Montana,Richland County,64158.0,11097.0
Montana,Roosevelt County,45458.0,11091.0
Montana,Rosebud County,57769.0,9065.0
Montana,Sanders County,42284.0,11804.0
Montana,Sheridan County,54135.0,3389.0
Montana,Silver Bow County,49359.0,34895.0
Montana,Stillwater County,67448.0,9562.0
Montana,Sweet Grass County,53790.0,3676.0
Montana,Teton County,56649.0,6127.0
Montana,Toole County,49725.0,4812.0
Montana,Treasure County,44671.0,614.0
Montana,Valley County,51087.0,7424.0
Montana,Wheatland County,35265.0,2138.0
Montana,Wibaux County,50972.0,1037.0
Montana,Yellowstone County,62630.0,160390.0
Montana,Beaverhead County,45819.0,9454.0
Montana,Broadwater County,57723.0,6080.0
Montana,Cascade County,52049.0,81576.0
Montana,Custer County,54891.0,11563.0
Montana,Deer Lodge County,42129.0,9153.0
Montana,Flathead County,57763.0,102001.0
Montana,Glacier County,37645.0,13706.0
Montana,Granite County,50795.0,3325.0
Montana,Judith Basin County,50329.0,1968.0
Montana,Liberty County,46750.0,2455.0
Montana,Madison County,55892.0,8530.0
Montana,Missoula County,56247.0,119062.0
Montana,Park County,53082.0,16513.0
Montana,Pondera County,54235.0,5911.0
Nebraska,Arthur County,48500.0,439.0
Nebraska,Boone County,60094.0,5228.0
Nebraska,Brown County,41979.0,2887.0
Nebraska,Butler County,59232.0,7997.0
Nebraska,Chase County,56135.0,3707.0
Nebraska,Clay County,63686.0,6193.0
Nebraska,Cuming County,59202.0,8882.0
Nebraska,Dawes County,49379.0,8685.0
Nebraska,Dixon County,57243.0,5682.0
Nebraska,Dundy County,49211.0,1928.0
Nebraska,Frontier County,59250.0,2636.0
Nebraska,Garden County,42076.0,1916.0
Nebraska,Grant County,43625.0,691.0
Nebraska,Hamilton County,68649.0,9219.0
Nebraska,Hitchcock County,46000.0,2788.0
Nebraska,Howard County,59432.0,6428.0
Nebraska,Kearney County,62899.0,6588.0
Nebraska,Kimball County,48056.0,3576.0
Nebraska,Lincoln County,59995.0,35042.0
Nebraska,McPherson County,51932.0,420.0
Nebraska,Morrill County,46903.0,4711.0
Nebraska,Nemaha County,50236.0,6978.0
Nebraska,Valley County,56205.0,4100.0
Nebraska,Wayne County,58894.0,9388.0
Nebraska,York County,63105.0,13671.0
Nebraska,Adams County,56007.0,31541.0
Nebraska,Antelope County,52569.0,6315.0
Nebraska,Banner County,53864.0,645.0
Nebraska,Blaine County,55268.0,467.0
Nebraska,Box Butte County,61904.0,10845.0
Nebraska,Boyd County,53846.0,1882.0
Nebraska,Buffalo County,63513.0,49594.0
Nebraska,Burt County,51961.0,6503.0
Nebraska,Cass County,73683.0,26022.0
Nebraska,Cedar County,64703.0,8483.0
Nebraska,Cherry County,55431.0,5801.0
Nebraska,Cheyenne County,52270.0,9428.0
Nebraska,Colfax County,64269.0,10681.0
Nebraska,Custer County,53891.0,10788.0
Nebraska,Dakota County,61227.0,20124.0
Nebraska,Dawson County,56731.0,23638.0
Nebraska,Deuel County,48958.0,1770.0
Nebraska,Dodge County,58439.0,36565.0
Nebraska,Douglas County,66600.0,565739.0
Nebraska,Fillmore County,62151.0,5542.0
Nebraska,Franklin County,50231.0,2970.0
Nebraska,Furnas County,53533.0,4712.0
Nebraska,Gage County,51812.0,21548.0
Nebraska,Garfield County,54659.0,2081.0
Nebraska,Gosper County,65086.0,2001.0
Nebraska,Greeley County,46830.0,2361.0
Nebraska,Hall County,58595.0,61338.0
Nebraska,Harlan County,51534.0,3380.0
Nebraska,Hayes County,52396.0,889.0
Nebraska,Holt County,60214.0,10123.0
Nebraska,Hooker County,48654.0,741.0
Nebraska,Jefferson County,48981.0,7102.0
Nebraska,Johnson County,49382.0,5118.0
Nebraska,Keith County,52169.0,8048.0
Nebraska,Keya Paha County,55250.0,875.0
Nebraska,Knox County,53653.0,8400.0
Nebraska,Lancaster County,62464.0,315976.0
Nebraska,Logan County,45990.0,896.0
Nebraska,Loup County,46111.0,690.0
Nebraska,Madison County,52334.0,35023.0
Nebraska,Merrick County,52254.0,7826.0
Nebraska,Nance County,53147.0,3525.0
Nebraska,Nuckolls County,52975.0,4204.0
Nebraska,Otoe County,64755.0,15965.0
Nebraska,Pawnee County,46063.0,2640.0
Nebraska,Perkins County,61389.0,2889.0
Nebraska,Phelps County,58105.0,9050.0
Nebraska,Pierce County,57629.0,7132.0
Nebraska,Platte County,60878.0,33250.0
Nebraska,Polk County,59837.0,5208.0
Nebraska,Red Willow County,48140.0,10725.0
Nebraska,Richardson County,44524.0,7913.0
Nebraska,Rock County,51458.0,1430.0
Nebraska,Saline County,52956.0,14221.0
Nebraska,Sarpy County,83051.0,183956.0
Nebraska,Saunders County,70414.0,21356.0
Nebraska,Scotts Bluff County,53433.0,35884.0
Nebraska,Seward County,71111.0,17217.0
Nebraska,Sheridan County,45543.0,5215.0
Nebraska,Sherman County,53158.0,3015.0
Nebraska,Sioux County,47422.0,1298.0
Nebraska,Stanton County,64808.0,5946.0
Nebraska,Thayer County,53234.0,5000.0
Nebraska,Thomas County,59000.0,586.0
Nebraska,Thurston County,55574.0,7218.0
Nebraska,Washington County,71505.0,20546.0
Nebraska,Webster County,51684.0,3497.0
Nebraska,Wheeler County,48438.0,689.0
Nevada,Douglas County,71415.0,48486.0
Nevada,Eureka County,67478.0,1839.0
Nevada,Lincoln County,56537.0,5177.0
Nevada,Nye County,47308.0,45514.0
Nevada,Washoe County,68272.0,464182.0
Nevada,Churchill County,56335.0,24606.0
Nevada,Clark County,61048.0,2228866.0
Nevada,Elko County,79375.0,52537.0
Nevada,Esmeralda County,31845.0,1030.0
Nevada,Humboldt County,66123.0,16834.0
Nevada,Lander County,73797.0,5565.0
Nevada,Lyon County,58814.0,55667.0
Nevada,Mineral County,31500.0,4487.0
Nevada,Pershing County,57074.0,6591.0
Nevada,Storey County,64000.0,4086.0
Nevada,White Pine County,57353.0,9570.0
Nevada,Carson City,58305.0,55244.0
New Hampshire,Belknap County,67328.0,61174.0
New Hampshire,Coos County,48945.0,31486.0
New Hampshire,Merrimack County,77937.0,150902.0
New Hampshire,Sullivan County,63760.0,43173.0
New Hampshire,Carroll County,66932.0,48461.0
New Hampshire,Cheshire County,64686.0,76040.0
New Hampshire,Grafton County,67476.0,90331.0
New Hampshire,Hillsborough County,82099.0,415305.0
New Hampshire,Rockingham County,93962.0,308211.0
New Hampshire,Strafford County,72682.0,130161.0
New Jersey,Bergen County,104623.0,931275.0
New Jersey,Cape May County,72385.0,92701.0
New Jersey,Gloucester County,89056.0,291745.0
New Jersey,Mercer County,83306.0,368085.0
New Jersey,Morris County,117298.0,492715.0
New Jersey,Salem County,64234.0,62754.0
New Jersey,Union County,82644.0,555208.0
New Jersey,Atlantic County,63680.0,264650.0
New Jersey,Burlington County,90329.0,446301.0
New Jersey,Camden County,70957.0,506721.0
New Jersey,Cumberland County,55709.0,150085.0
New Jersey,Essex County,63959.0,798698.0
New Jersey,Hudson County,75062.0,671923.0
New Jersey,Hunterdon County,117858.0,125063.0
New Jersey,Middlesex County,91731.0,825015.0
New Jersey,Monmouth County,103523.0,620821.0
New Jersey,Ocean County,72679.0,602018.0
New Jersey,Passaic County,73562.0,502763.0
New Jersey,Somerset County,116510.0,330151.0
New Jersey,Sussex County,96222.0,140996.0
New Jersey,Warren County,83497.0,105730.0
New Mexico,Catron County,36607.0,3547.0
New Mexico,Chaves County,46254.0,64912.0
New Mexico,Cibola County,44731.0,26763.0
New Mexico,Colfax County,36937.0,12106.0
New Mexico,Curry County,48903.0,49502.0
New Mexico,De Baca County,31532.0,1995.0
New Mexico,Doña Ana County,44024.0,217696.0
New Mexico,Eddy County,65000.0,57865.0
New Mexico,Grant County,37453.0,27391.0
New Mexico,Guadalupe County,31061.0,4336.0
New Mexico,Harding County,32500.0,432.0
New Mexico,Hidalgo County,44722.0,4234.0
New Mexico,Lea County,61867.0,70359.0
New Mexico,Lincoln County,44939.0,19640.0
New Mexico,Los Alamos County,119266.0,18976.0
New Mexico,Luna County,32251.0,24022.0
New Mexico,McKinley County,36179.0,71956.0
New Mexico,Mora County,29458.0,4500.0
New Mexico,Otero County,45032.0,66804.0
New Mexico,Quay County,33962.0,8265.0
New Mexico,Rio Arriba County,42264.0,38962.0
New Mexico,Sandoval County,65071.0,144954.0
New Mexico,San Juan County,47643.0,125608.0
New Mexico,Santa Fe County,60668.0,150319.0
New Mexico,Socorro County,40297.0,16723.0
New Mexico,Taos County,41973.0,32759.0
New Mexico,Union County,35484.0,4106.0
New Mexico,Valencia County,50801.0,76518.0
New Mexico,Bernalillo County,54308.0,679037.0
New Mexico,Roosevelt County,42917.0,18723.0
New Mexico,San Miguel County,32310.0,27546.0
New Mexico,Sierra County,33873.0,10988.0
New Mexico,Torrance County,38240.0,15477.0
New York,Allegany County,51227.0,46304.0
New York,Cattaraugus County,50700.0,76750.0
New York,Chemung County,54883.0,84115.0
New York,Columbia County,68750.0,60016.0
New York,Dutchess County,81842.0,293524.0
New York,Essex County,58109.0,37281.0
New York,Genesee County,60635.0,57554.0
New York,Herkimer County,58438.0,61738.0
New York,Lewis County,56192.0,26456.0
New York,Monroe County,62087.0,743084.0
New York,New York County,89812.0,1629153.0
New York,Onondaga County,62668.0,461591.0
New York,Orleans County,52958.0,40624.0
New York,Putnam County,107246.0,98714.0
New York,Richmond County,85381.0,475596.0
New York,Albany County,68327.0,306165.0
New York,Bronx County,41895.0,1427056.0
New York,Broome County,52237.0,192042.0
New York,Cayuga County,57985.0,76958.0
New York,Chautauqua County,48315.0,127584.0
New York,Chenango County,51756.0,47527.0
New York,Clinton County,59510.0,80320.0
New York,Cortland County,59194.0,47618.0
New York,Delaware County,49945.0,44676.0
New York,Erie County,59464.0,918873.0
New York,Franklin County,52905.0,50389.0
New York,Fulton County,51663.0,53452.0
New York,Greene County,56681.0,47335.0
New York,Hamilton County,60625.0,4454.0
New York,Jefferson County,54726.0,111454.0
New York,Kings County,63973.0,2576771.0
New York,Livingston County,60248.0,63218.0
New York,Madison County,61176.0,70990.0
New York,Montgomery County,50146.0,49294.0
New York,Nassau County,120036.0,1355683.0
New York,Niagara County,57252.0,210145.0
New York,Oneida County,59113.0,229074.0
New York,Ontario County,64795.0,109774.0
New York,Orange County,80816.0,382077.0
New York,Oswego County,59070.0,117630.0
New York,Otsego County,56171.0,59593.0
New York,Queens County,72028.0,2270976.0
New York,Rensselaer County,72510.0,159013.0
New York,Rockland County,94840.0,325213.0
New York,St. Lawrence County,52071.0,108352.0
New York,Saratoga County,85224.0,229313.0
New York,Schenectady County,66488.0,155086.0
New York,Schoharie County,58926.0,31189.0
New York,Schuyler County,53291.0,17845.0
New York,Seneca County,54865.0,34295.0
New York,Steuben County,55349.0,95843.0
New York,Suffolk County,105362.0,1481364.0
New York,Sullivan County,60433.0,75329.0
New York,Tioga County,61965.0,48431.0
New York,Tompkins County,61361.0,102237.0
New York,Ulster County,65306.0,178371.0
New York,Warren County,64658.0,64187.0
New York,Washington County,59613.0,61304.0
New York,Wayne County,62003.0,90103.0
New York,Westchester County,99489.0,968738.0
New York,Wyoming County,58746.0,40027.0
New York,Yates County,55307.0,24981.0
North Carolina,Anson County,39799.0,24430.0
North Carolina,Beaufort County,48051.0,47160.0
North Carolina,Brunswick County,59763.0,137303.0
North Carolina,Cabarrus County,71177.0,211605.0
North Carolina,Carteret County,57871.0,69301.0
North Carolina,Chatham County,69799.0,72853.0
North Carolina,Cleveland County,43512.0,97765.0
North Carolina,Cumberland County,48177.0,334562.0
North Carolina,Davidson County,50454.0,166837.0
North Carolina,Durham County,62812.0,317665.0
North Carolina,Franklin County,58172.0,68027.0
North Carolina,Graham County,42207.0,8501.0
North Carolina,Guilford County,54794.0,532956.0
North Carolina,Haywood County,51548.0,61862.0
North Carolina,Hyde County,46667.0,5089.0
North Carolina,Johnston County,61806.0,203308.0
North Carolina,Lenoir County,39923.0,56350.0
North Carolina,Macon County,45703.0,35172.0
North Carolina,Mecklenburg County,69240.0,1095170.0
North Carolina,Stanly County,54104.0,62050.0
North Carolina,Swain County,45554.0,14241.0
North Carolina,Union County,82557.0,235767.0
North Carolina,Warren County,37476.0,19746.0
North Carolina,Wayne County,47221.0,123785.0
North Carolina,Yadkin County,46954.0,37589.0
North Carolina,Alamance County,51580.0,166144.0
North Carolina,Alexander County,51329.0,37271.0
North Carolina,Alleghany County,37158.0,11085.0
North Carolina,Ashe County,43030.0,27009.0
North Carolina,Avery County,42695.0,17510.0
North Carolina,Bertie County,35042.0,19081.0
North Carolina,Bladen County,37188.0,33209.0
North Carolina,Buncombe County,55032.0,259576.0
North Carolina,Burke County,43915.0,90148.0
North Carolina,Caldwell County,46094.0,82056.0
North Carolina,Camden County,63834.0,10654.0
North Carolina,Caswell County,47938.0,22619.0
North Carolina,Catawba County,54690.0,158507.0
North Carolina,Cherokee County,40793.0,28413.0
North Carolina,Chowan County,44050.0,13995.0
North Carolina,Clay County,42160.0,11150.0
North Carolina,Columbus County,38487.0,55659.0
North Carolina,Craven County,53894.0,102290.0
North Carolina,Currituck County,73741.0,27210.0
North Carolina,Dare County,65420.0,36698.0
North Carolina,Davie County,62028.0,42543.0
North Carolina,Duplin County,43422.0,58965.0
North Carolina,Edgecombe County,40489.0,52069.0
North Carolina,Forsyth County,53583.0,378499.0
North Carolina,Gaston County,53474.0,222119.0
North Carolina,Gates County,45871.0,11519.0
North Carolina,Granville County,56924.0,59823.0
North Carolina,Greene County,43563.0,20987.0
North Carolina,Halifax County,35904.0,50678.0
North Carolina,Harnett County,54565.0,134328.0
North Carolina,Henderson County,58928.0,116298.0
North Carolina,Hertford County,42588.0,23752.0
North Carolina,Hoke County,51140.0,54590.0
North Carolina,Iredell County,62551.0,178853.0
North Carolina,Jackson County,46820.0,43435.0
North Carolina,Jones County,38324.0,9453.0
North Carolina,Lee County,52294.0,61083.0
North Carolina,Lincoln County,59592.0,84580.0
North Carolina,McDowell County,47085.0,45402.0
North Carolina,Madison County,46190.0,21608.0
North Carolina,Martin County,39909.0,22644.0
North Carolina,Mitchell County,48841.0,14959.0
