State,County,median_household_income,total_population
Illinois,Wabash County,48878.0,11390.0
Illinois,Warren County,54291.0,16981.0
Illinois,Wayne County,50205.0,16309.0
Illinois,Whiteside County,57172.0,55583.0
Illinois,Will County,90800.0,689704.0
Illinois,Winnebago County,55310.0,283635.0
Illinois,Woodford County,74777.0,38503.0
Illinois,Adams County,55052.0,65670.0
Illinois,Bond County,53568.0,16520.0
Illinois,Bureau County,55549.0,32878.0
Illinois,Cass County,53899.0,12324.0
Illinois,Christian County,52120.0,32705.0
Illinois,Clinton County,67179.0,37549.0
Illinois,Crawford County,50968.0,18833.0
Illinois,De Witt County,57727.0,15764.0
Illinois,DuPage County,94930.0,926005.0
Illinois,Effingham County,59932.0,34151.0
Illinois,Franklin County,43671.0,38688.0
Illinois,Greene County,51746.0,12988.0
Illinois,Hamilton County,55977.0,8151.0
Illinois,Henderson County,55759.0,6737.0
Illinois,Jackson County,39689.0,57517.0
Illinois,Marion County,49925.0,37524.0
Illinois,Massac County,51195.0,14041.0
Illinois,Monroe County,89648.0,34444.0
Illinois,Moultrie County,64033.0,14557.0
Illinois,Peoria County,55729.0,181111.0
Illinois,Pike County,46605.0,15571.0
Illinois,Putnam County,64694.0,5720.0
Illinois,Rock Island County,55980.0,142801.0
Illinois,Saline County,43928.0,23735.0
Illinois,Scott County,59352.0,4982.0
Illinois,Stephenson County,50466.0,44683.0
Illinois,Vermilion County,46842.0,76704.0
Illinois,Washington County,64390.0,13967.0
Illinois,White County,48303.0,13712.0
Illinois,Williamson County,52076.0,66929.0
Indiana,Allen County,57104.0,375520.0
Indiana,Blackford County,44341.0,11926.0
Indiana,Carroll County,56159.0,20137.0
Indiana,Clay County,59398.0,26231.0
Indiana,Daviess County,53800.0,33277.0
Indiana,DeKalb County,58415.0,43193.0
Indiana,Elkhart County,58509.0,205184.0
Indiana,Kosciusko County,62789.0,79156.0
Indiana,LaPorte County,57010.0,110026.0
Indiana,Marion County,51219.0,957337.0
Indiana,Miami County,50616.0,35684.0
Indiana,Morgan County,67680.0,70141.0
Indiana,Ohio County,63649.0,5890.0
Indiana,Parke County,55853.0,16912.0
Indiana,Porter County,72255.0,169482.0
Indiana,Putnam County,61505.0,37419.0
Indiana,Rush County,56814.0,16632.0
Indiana,Scott County,45123.0,23785.0
Indiana,Starke County,49705.0,22996.0
Indiana,Switzerland County,51270.0,10727.0
Indiana,Union County,55278.0,7140.0
Indiana,Vigo County,47261.0,107305.0
Indiana,Warrick County,79079.0,62608.0
Indiana,Wells County,57565.0,28010.0
Indiana,Adams County,52712.0,35544.0
Indiana,Bartholomew County,66978.0,83280.0
Indiana,Benton County,52656.0,8695.0
Indiana,Boone County,89444.0,66875.0
Indiana,Brown County,66833.0,15093.0
Indiana,Cass County,49020.0,37727.0
Indiana,Clark County,57111.0,117410.0
Indiana,Clinton County,53750.0,32186.0
Indiana,Crawford County,41761.0,10582.0
Indiana,Dearborn County,70779.0,49612.0
Indiana,Decatur County,60794.0,26587.0
Indiana,Delaware County,45910.0,114461.0
Indiana,Dubois County,62846.0,42534.0
Indiana,Fayette County,47465.0,23068.0
Indiana,Floyd County,67603.0,77879.0
Indiana,Fountain County,52334.0,16456.0
Indiana,Franklin County,68180.0,22750.0
Indiana,Fulton County,50597.0,20069.0
Indiana,Gibson County,56638.0,33711.0
Indiana,Grant County,46900.0,66055.0
Indiana,Greene County,51777.0,32174.0
Indiana,Hamilton County,98880.0,330455.0
Indiana,Hancock County,75647.0,76614.0
Indiana,Harrison County,59169.0,40164.0
Indiana,Hendricks County,84754.0,166806.0
Indiana,Henry County,51104.0,48158.0
Indiana,Howard County,56387.0,82486.0
Indiana,Huntington County,54286.0,36351.0
Indiana,Jackson County,55097.0,44077.0
Indiana,Jasper County,61889.0,33433.0
Indiana,Jay County,45864.0,20697.0
Indiana,Jefferson County,51981.0,32167.0
Indiana,Jennings County,61610.0,27639.0
Indiana,Johnson County,72928.0,156148.0
Indiana,Knox County,47394.0,36833.0
Indiana,LaGrange County,69331.0,39537.0
Indiana,Lake County,57530.0,485983.0
Indiana,Lawrence County,57740.0,45552.0
Indiana,Madison County,51476.0,129486.0
Indiana,Marshall County,54207.0,46336.0
Indiana,Martin County,55378.0,10169.0
Indiana,Monroe County,52229.0,147318.0
Indiana,Montgomery County,56408.0,38295.0
Indiana,Newton County,57866.0,13981.0
Indiana,Noble County,58947.0,47640.0
Indiana,Orange County,52164.0,19552.0
Indiana,Owen County,52204.0,20854.0
Indiana,Perry County,51496.0,19091.0
Indiana,Pike County,55022.0,12364.0
Indiana,Posey County,64983.0,25480.0
Indiana,Pulaski County,49140.0,12482.0
Indiana,Randolph County,53322.0,24694.0
Indiana,Ripley County,60055.0,28457.0
Indiana,St. Joseph County,54433.0,270881.0
Indiana,Shelby County,59712.0,44559.0
Indiana,Spencer County,56919.0,20364.0
Indiana,Steuben County,58905.0,34591.0
Indiana,Sullivan County,49449.0,20647.0
Indiana,Tippecanoe County,51926.0,193302.0
Indiana,Tipton County,68707.0,15154.0
Indiana,Vanderburgh County,51179.0,181548.0
Indiana,Vermillion County,54361.0,15485.0
Indiana,Wabash County,56573.0,31198.0
Indiana,Warren County,65614.0,8219.0
Indiana,Washington County,50459.0,27942.0
Indiana,Wayne County,47756.0,66176.0
Indiana,White County,53865.0,24163.0
Indiana,Whitley County,64992.0,33899.0
Iowa,Adams County,52287.0,3633.0
Iowa,Allamakee County,55523.0,13761.0
Iowa,Audubon County,49245.0,5528.0
Iowa,Black Hawk County,54774.0,131813.0
Iowa,Boone County,67442.0,26381.0
Iowa,Buchanan County,67252.0,21141.0
Iowa,Butler County,56473.0,14508.0
Iowa,Calhoun County,55285.0,9656.0
Iowa,Cass County,52005.0,12990.0
Iowa,Cedar County,69259.0,18475.0
Iowa,Cherokee County,56302.0,11281.0
Iowa,Chickasaw County,61239.0,11970.0
Iowa,Clay County,51259.0,16138.0
Iowa,Clinton County,52221.0,46734.0
Iowa,Crawford County,54849.0,16998.0
Iowa,Davis County,67627.0,8977.0
Iowa,Decatur County,48154.0,7908.0
Iowa,Des Moines County,51784.0,39227.0
Iowa,Dickinson County,60975.0,17260.0
Iowa,Dubuque County,64493.0,97193.0
Iowa,Emmet County,56708.0,9322.0
Iowa,Fayette County,49834.0,19604.0
Iowa,Floyd County,51768.0,15713.0
Iowa,Franklin County,55630.0,10091.0
Iowa,Fremont County,59688.0,6895.0
Iowa,Greene County,51098.0,8923.0
Iowa,Grundy County,71760.0,12262.0
Iowa,Guthrie County,62644.0,10702.0
Iowa,Hamilton County,60248.0,14905.0
Iowa,Hancock County,61957.0,10709.0
Iowa,Hardin County,54930.0,16924.0
Iowa,Harrison County,64154.0,14043.0
Iowa,Henry County,54490.0,19889.0
Iowa,Howard County,56709.0,9201.0
Iowa,Humboldt County,55707.0,9518.0
Iowa,Ida County,54219.0,6862.0
Iowa,Iowa County,62660.0,16155.0
Iowa,Jackson County,59042.0,19348.0
Iowa,Jefferson County,47401.0,18153.0
Iowa,Johnson County,63062.0,150819.0
Iowa,Keokuk County,52012.0,10163.0
Iowa,Lee County,52072.0,33946.0
Iowa,Linn County,67301.0,225601.0
Iowa,Lucas County,53967.0,8556.0
Iowa,Lyon County,65959.0,11800.0
Iowa,Mahaska County,56417.0,22351.0
Iowa,Marshall County,58735.0,39804.0
Iowa,Mills County,75137.0,15023.0
Iowa,Monona County,51866.0,8675.0
Iowa,Monroe County,59489.0,7761.0
Iowa,Muscatine County,60435.0,42703.0
Iowa,Osceola County,61167.0,6016.0
Iowa,Page County,51196.0,15205.0
Iowa,Plymouth County,71147.0,25141.0
Iowa,Pocahontas County,53573.0,6725.0
Iowa,Pottawattamie County,59901.0,93478.0
Iowa,Ringgold County,55970.0,4922.0
Iowa,Sac County,57446.0,9711.0
Iowa,Shelby County,60139.0,11544.0
Iowa,Sioux County,73260.0,34900.0
Iowa,Tama County,54749.0,16962.0
Iowa,Union County,50375.0,12303.0
Iowa,Van Buren County,49898.0,7104.0
Iowa,Warren County,80309.0,50867.0
Iowa,Washington County,63532.0,22100.0
Iowa,Webster County,51909.0,36348.0
Iowa,Winneshiek County,63162.0,20090.0
Iowa,Woodbury County,60768.0,102687.0
Iowa,Wright County,51221.0,12644.0
Iowa,Adair County,55700.0,7048.0
Iowa,Appanoose County,39693.0,12462.0
Iowa,Benton County,66046.0,25558.0
Iowa,Bremer County,72209.0,25032.0
Iowa,Buena Vista County,54014.0,19950.0
Iowa,Carroll County,59198.0,20150.0
Iowa,Cerro Gordo County,56082.0,42672.0
Iowa,Clarke County,55078.0,9383.0
Iowa,Clayton County,56456.0,17527.0
Iowa,Dallas County,88368.0,90418.0
Iowa,Delaware County,63877.0,17107.0
Iowa,Jasper County,59481.0,37032.0
Iowa,Jones County,57134.0,20575.0
Iowa,Kossuth County,56156.0,14864.0
Iowa,Louisa County,63034.0,11125.0
Iowa,Madison County,71811.0,16148.0
Iowa,Marion County,64136.0,33193.0
Iowa,Mitchell County,60260.0,10588.0
Iowa,Montgomery County,55761.0,10016.0
Iowa,O'Brien County,57200.0,13796.0
Iowa,Palo Alto County,56437.0,8941.0
Iowa,Polk County,69747.0,485418.0
Iowa,Poweshiek County,53925.0,18391.0
Iowa,Scott County,63876.0,172938.0
Iowa,Story County,58302.0,97355.0
Iowa,Taylor County,57768.0,6160.0
Iowa,Wapello County,46433.0,35102.0
Iowa,Wayne County,47543.0,6426.0
Iowa,Winnebago County,51581.0,10474.0
Iowa,Worth County,60442.0,7422.0
Kansas,Allen County,47983.0,12503.0
Kansas,Anderson County,52995.0,7877.0
Kansas,Atchison County,50683.0,16210.0
Kansas,Barber County,49668.0,4493.0
Kansas,Barton County,48863.0,26209.0
Kansas,Bourbon County,46369.0,14539.0
Kansas,Butler County,66405.0,66890.0
Kansas,Chautauqua County,39500.0,3280.0
Kansas,Cherokee County,41936.0,20017.0
Kansas,Clark County,52500.0,2006.0
Kansas,Clay County,47880.0,8030.0
Kansas,Coffey County,59405.0,8218.0
Kansas,Comanche County,48125.0,1759.0
Kansas,Crawford County,42615.0,38874.0
Kansas,Dickinson County,53864.0,18614.0
Kansas,Doniphan County,51953.0,7616.0
Kansas,Edwards County,50028.0,2822.0
Kansas,Elk County,42564.0,2502.0
Kansas,Ellsworth County,56306.0,6176.0
Kansas,Finney County,60498.0,36451.0
Kansas,Franklin County,55873.0,25643.0
Kansas,Geary County,52019.0,33309.0
Kansas,Graham County,40890.0,2464.0
Kansas,Gray County,70457.0,6020.0
Kansas,Greeley County,53750.0,1156.0
Kansas,Hamilton County,44894.0,2552.0
Kansas,Harper County,49283.0,5506.0
Kansas,Haskell County,54638.0,3990.0
Kansas,Hodgeman County,60703.0,1872.0
Kansas,Jefferson County,67429.0,18974.0
Kansas,Johnson County,91650.0,597574.0
Kansas,Kearny County,46464.0,3863.0
Kansas,Kiowa County,53107.0,2483.0
Kansas,Labette County,47922.0,19938.0
Kansas,Leavenworth County,76307.0,81499.0
Kansas,Lincoln County,46523.0,3013.0
Kansas,Logan County,51136.0,2789.0
Kansas,McPherson County,59928.0,28557.0
Kansas,Marion County,50816.0,11865.0
Kansas,Meade County,56817.0,4120.0
Kansas,Miami County,75635.0,33740.0
Kansas,Montgomery County,45288.0,32114.0
Kansas,Morris County,52792.0,5551.0
Kansas,Nemaha County,61382.0,10109.0
Kansas,Neosho County,49493.0,16008.0
Kansas,Norton County,48486.0,5416.0
Kansas,Osborne County,50774.0,3494.0
Kansas,Ottawa County,59607.0,5776.0
Kansas,Pawnee County,46559.0,6539.0
Kansas,Phillips County,51820.0,5297.0
Kansas,Pottawatomie County,70064.0,24203.0
Kansas,Pratt County,54644.0,9324.0
Kansas,Rawlins County,57281.0,2490.0
Kansas,Reno County,51520.0,62421.0
Kansas,Republic County,50411.0,4607.0
Kansas,Rice County,49688.0,9532.0
Kansas,Riley County,51098.0,74059.0
Kansas,Rooks County,51362.0,4985.0
Kansas,Rush County,46333.0,2953.0
Kansas,Russell County,50630.0,6896.0
Kansas,Saline County,51830.0,54384.0
Kansas,Scott County,55625.0,4893.0
Kansas,Sedgwick County,57540.0,515416.0
Kansas,Seward County,49395.0,21902.0
Kansas,Shawnee County,58652.0,177293.0
Kansas,Sheridan County,62105.0,2515.0
Kansas,Brown County,50649.0,9575.0
Kansas,Chase County,48906.0,2604.0
Kansas,Cheyenne County,42802.0,2639.0
Kansas,Cloud County,48295.0,8831.0
Kansas,Cowley County,50786.0,35090.0
Kansas,Decatur County,44125.0,2826.0
Kansas,Douglas County,61020.0,121304.0
Kansas,Ellis County,57053.0,28747.0
Kansas,Ford County,53743.0,33718.0
Kansas,Gove County,53906.0,2650.0
Kansas,Grant County,60625.0,7324.0
Kansas,Greenwood County,43320.0,6010.0
Kansas,Harvey County,58782.0,34434.0
Kansas,Jackson County,59686.0,13249.0
Kansas,Jewell County,38188.0,2854.0
Kansas,Kingman County,57304.0,7173.0
Kansas,Lane County,41318.0,1523.0
Kansas,Linn County,48325.0,9687.0
Kansas,Lyon County,50141.0,33237.0
Kansas,Marshall County,52293.0,9713.0
Kansas,Mitchell County,47375.0,6053.0
Kansas,Morton County,41866.0,2656.0
Kansas,Ness County,57222.0,2838.0
Kansas,Osage County,58927.0,15855.0
Kansas,Stafford County,51857.0,4125.0
Kansas,Sumner County,53578.0,22928.0
Kansas,Wabaunsee County,65742.0,6877.0
Kansas,Wichita County,58299.0,2112.0
Kansas,Woodson County,42692.0,3117.0
Kansas,Sherman County,57005.0,5904.0
Kansas,Smith County,42098.0,3594.0
Kansas,Stanton County,57741.0,2030.0
Kansas,Stevens County,59044.0,5498.0
Kansas,Thomas County,68313.0,7748.0
Kansas,Trego County,59420.0,2802.0
Kansas,Wallace County,49632.0,1583.0
Kansas,Washington County,52172.0,5474.0
Kansas,Wilson County,49682.0,8600.0
Kansas,Wyandotte County,48093.0,165447.0
Kentucky,Lewis County,29844.0,13345.0
Kentucky,Lincoln County,42231.0,24493.0
Kentucky,Livingston County,52795.0,9172.0
Kentucky,Logan County,48912.0,27049.0
Kentucky,Lyon County,49286.0,8226.0
Kentucky,McCracken County,47011.0,65485.0
Kentucky,McCreary County,29499.0,17333.0
Kentucky,Madison County,51649.0,92090.0
Kentucky,Marion County,43587.0,19257.0
Kentucky,Marshall County,57348.0,31225.0
Kentucky,Mason County,46241.0,17122.0
Kentucky,Meade County,61500.0,28379.0
Kentucky,Mercer County,52312.0,21690.0
Kentucky,Metcalfe County,40391.0,10062.0
Kentucky,Montgomery County,46998.0,28042.0
Kentucky,Morgan County,37399.0,13270.0
Kentucky,Nelson County,63032.0,45915.0
Kentucky,Nicholas County,47665.0,7189.0
Kentucky,Oldham County,103761.0,66508.0
Kentucky,Owen County,50553.0,10847.0
Kentucky,Pendleton County,56000.0,14587.0
Kentucky,Pike County,34700.0,58595.0
Kentucky,Powell County,41071.0,12283.0
Kentucky,Robertson County,53074.0,2139.0
Kentucky,Rockcastle County,38744.0,16795.0
Kentucky,Russell County,41731.0,17846.0
Kentucky,Scott County,71750.0,55961.0
Kentucky,Simpson County,50159.0,18319.0
Kentucky,Spencer County,85488.0,18945.0
Kentucky,Todd County,47229.0,12334.0
Kentucky,Trimble County,57589.0,8528.0
Kentucky,Union County,49812.0,14582.0
Kentucky,Washington County,55321.0,12044.0
Kentucky,Wayne County,37678.0,20447.0
Kentucky,Whitley County,39258.0,36252.0
Kentucky,Wolfe County,22292.0,7188.0
Kentucky,Allen County,44180.0,21065.0
Kentucky,Adair County,43026.0,19366.0
Kentucky,Anderson County,54413.0,22580.0
Kentucky,Ballard County,45517.0,7914.0
Kentucky,Bath County,44893.0,12421.0
Kentucky,Bell County,28442.0,26426.0
Kentucky,Bourbon County,47024.0,19998.0
Kentucky,Boyd County,51019.0,47361.0
Kentucky,Bracken County,60053.0,8308.0
Kentucky,Breckinridge County,47236.0,20283.0
Kentucky,Bullitt County,65531.0,80921.0
Kentucky,Caldwell County,48281.0,12679.0
Kentucky,Calloway County,41841.0,38991.0
Kentucky,Carlisle County,41222.0,4738.0
Kentucky,Carroll County,41014.0,10691.0
Kentucky,Casey County,33004.0,15968.0
Kentucky,Christian County,44279.0,71470.0
Kentucky,Clay County,27479.0,20110.0
Kentucky,Clinton County,33092.0,10175.0
Kentucky,Cumberland County,35030.0,6660.0
Kentucky,Daviess County,54881.0,101001.0
Kentucky,Elliott County,36950.0,7461.0
Kentucky,Fayette County,58954.0,322200.0
Kentucky,Fleming County,42087.0,14519.0
Kentucky,Franklin County,59056.0,50744.0
Kentucky,Fulton County,31587.0,6064.0
Kentucky,Garrard County,55369.0,17554.0
Kentucky,Grant County,56746.0,25107.0
Kentucky,Grayson County,38262.0,26313.0
Kentucky,Green County,33846.0,11000.0
Kentucky,Hancock County,56265.0,8748.0
Kentucky,Hardin County,57101.0,109627.0
Kentucky,Harrison County,50270.0,18763.0
Kentucky,Henderson County,50471.0,45550.0
Kentucky,Henry County,52550.0,15999.0
Kentucky,Hickman County,44063.0,4461.0
Kentucky,Hopkins County,47014.0,45044.0
Kentucky,Jackson County,31515.0,13368.0
Kentucky,Jefferson County,58196.0,768419.0
Kentucky,Jessamine County,64855.0,53476.0
Kentucky,Johnson County,38333.0,22427.0
Kentucky,Kenton County,66541.0,166552.0
Kentucky,Knott County,32531.0,15041.0
Kentucky,Knox County,30257.0,31288.0
Kentucky,Larue County,48495.0,14269.0
Kentucky,Laurel County,43745.0,60631.0
Kentucky,Lawrence County,32856.0,15604.0
Kentucky,Lee County,24699.0,7088.0
Kentucky,Leslie County,36038.0,10081.0
Kentucky,Letcher County,33181.0,21936.0
Kentucky,Boone County,82838.0,132368.0
Kentucky,Boyle County,51562.0,30090.0
Kentucky,Breathitt County,29538.0,12802.0
Kentucky,Butler County,45955.0,12756.0
Kentucky,Campbell County,63152.0,93608.0
Kentucky,Carter County,39492.0,26976.0
Kentucky,Clark County,54871.0,36152.0
Kentucky,Crittenden County,46354.0,8940.0
Kentucky,Edmonson County,44229.0,12195.0
Kentucky,Estill County,32800.0,14187.0
Kentucky,Floyd County,35096.0,35931.0
Kentucky,Gallatin County,55113.0,8760.0
Kentucky,Graves County,45614.0,37125.0
Kentucky,Greenup County,52337.0,35359.0
Kentucky,Harlan County,28261.0,26307.0
Kentucky,Hart County,39834.0,18833.0
Kentucky,McLean County,54181.0,9202.0
Kentucky,Magoffin County,27807.0,12346.0
Kentucky,Martin County,42894.0,11421.0
Kentucky,Menifee County,46746.0,6463.0
Kentucky,Monroe County,35078.0,10616.0
Kentucky,Muhlenberg County,45937.0,30815.0
Kentucky,Ohio County,45773.0,24081.0
Kentucky,Owsley County,29406.0,4416.0
Kentucky,Perry County,39594.0,26266.0
Kentucky,Pulaski County,40658.0,64789.0
Kentucky,Rowan County,42754.0,24534.0
Kentucky,Shelby County,72564.0,48100.0
Kentucky,Taylor County,50266.0,25572.0
Kentucky,Trigg County,50980.0,14569.0
Kentucky,Warren County,54325.0,130836.0
Kentucky,Webster County,44540.0,13021.0
Kentucky,Woodford County,66442.0,26486.0
Kentucky,Barren County,41674.0,44026.0
Louisiana,Ascension Parish,82594.0,125061.0
Louisiana,Beauregard Parish,49256.0,37387.0
Louisiana,Caddo Parish,42003.0,243243.0
Louisiana,Cameron Parish,56902.0,6963.0
Louisiana,Concordia Parish,36294.0,19533.0
Louisiana,East Carroll Parish,24551.0,6947.0
Louisiana,Franklin Parish,35759.0,20109.0
Louisiana,Iberville Parish,49539.0,32626.0
Louisiana,Jefferson Davis Parish,42716.0,31425.0
Louisiana,St. Mary Parish,40218.0,50020.0
Louisiana,Tensas Parish,29767.0,4435.0
Louisiana,Union Parish,45094.0,22270.0
Louisiana,Washington Parish,39185.0,46325.0
Louisiana,West Carroll Parish,42545.0,10934.0
Louisiana,Acadia Parish,44412.0,62371.0
Louisiana,Allen Parish,48328.0,25572.0
Louisiana,Assumption Parish,44742.0,22236.0
Louisiana,Avoyelles Parish,35530.0,40465.0
Louisiana,Bienville Parish,27815.0,13391.0
Louisiana,Bossier Parish,55448.0,126952.0
Louisiana,Calcasieu Parish,52866.0,202858.0
Louisiana,Caldwell Parish,40690.0,9959.0
Louisiana,Catahoula Parish,40973.0,9586.0
Louisiana,Claiborne Parish,26849.0,15854.0
Louisiana,De Soto Parish,44436.0,27395.0
Louisiana,East Baton Rouge Parish,56076.0,443158.0
Louisiana,East Feliciana Parish,54187.0,19228.0
Louisiana,Evangeline Parish,31427.0,33491.0
Louisiana,Grant Parish,51449.0,22339.0
Louisiana,Iberia Parish,50602.0,70763.0
Louisiana,Jackson Parish,41760.0,15822.0
Louisiana,Jefferson Parish,54825.0,434903.0
Louisiana,Lafayette Parish,58761.0,243692.0
Louisiana,Lafourche Parish,54530.0,97980.0
Louisiana,LaSalle Parish,51141.0,14950.0
Louisiana,Lincoln Parish,36496.0,47118.0
Louisiana,Livingston Parish,67365.0,140524.0
Louisiana,Madison Parish,32585.0,11137.0
Louisiana,Morehouse Parish,33780.0,25189.0
Louisiana,Natchitoches Parish,30625.0,38505.0
Louisiana,Orleans Parish,43258.0,391249.0
Louisiana,Ouachita Parish,44934.0,154679.0
Louisiana,Plaquemines Parish,65234.0,23305.0
Louisiana,Pointe Coupee Parish,44201.0,21883.0
Louisiana,Rapides Parish,48013.0,130376.0
Louisiana,Red River Parish,33817.0,8462.0
Louisiana,Richland Parish,40491.0,20251.0
Louisiana,Sabine Parish,39755.0,23915.0
Louisiana,St. Bernard Parish,47873.0,46694.0
Louisiana,St. Charles Parish,68113.0,52856.0
Louisiana,St. Helena Parish,45063.0,10227.0
Louisiana,St. James Parish,53209.0,21142.0
Louisiana,St. John the Baptist Parish,55429.0,43055.0
Louisiana,St. Landry Parish,40859.0,82786.0
Louisiana,St. Martin Parish,48884.0,53607.0
Louisiana,St. Tammany Parish,70730.0,258447.0
Louisiana,Tangipahoa Parish,48745.0,133753.0
Louisiana,Terrebonne Parish,52224.0,111297.0
Louisiana,Vermilion Parish,52219.0,59787.0
Louisiana,Vernon Parish,50267.0,49315.0
Louisiana,Webster Parish,30324.0,38813.0
Louisiana,West Baton Rouge Parish,67813.0,26395.0
Louisiana,West Feliciana Parish,59688.0,15441.0
Louisiana,Winn Parish,37764.0,14165.0
Maine,Androscoggin County,55002.0,107958.0
Maine,Aroostook County,43791.0,67431.0
Maine,Franklin County,51630.0,29933.0
Maine,Hancock County,58345.0,54832.0
Maine,Knox County,57794.0,39809.0
Maine,Lincoln County,58125.0,34415.0
Maine,Penobscot County,52128.0,151696.0
Maine,Piscataquis County,42083.0,16864.0
Maine,Somerset County,45382.0,50573.0
Maine,Washington County,44847.0,31378.0
Maine,York County,68932.0,206074.0
Maine,Cumberland County,76014.0,294520.0
Maine,Kennebec County,55368.0,122158.0
Maine,Oxford County,49761.0,57741.0
Maine,Sagadahoc County,68039.0,35720.0
Maine,Waldo County,58034.0,39723.0
Maryland,Allegany County,49449.0,71002.0
Maryland,Baltimore County,78724.0,828193.0
Maryland,Caroline County,59042.0,33260.0
Maryland,Carroll County,99569.0,168233.0
Maryland,Charles County,103678.0,161448.0
Maryland,Dorchester County,52799.0,31994.0
Maryland,Garrett County,54542.0,29155.0
Maryland,Harford County,94003.0,253736.0
Maryland,Kent County,60208.0,19456.0
Maryland,Prince George's County,86994.0,910551.0
Maryland,Queen Anne's County,96467.0,50163.0
Maryland,Somerset County,44980.0,25699.0
Maryland,Talbot County,73102.0,37087.0
Maryland,Washington County,63510.0,150575.0
Maryland,Wicomico County,60366.0,103222.0
Maryland,Worcester County,65396.0,51967.0
Maryland,Baltimore city,52164.0,602274.0
Maryland,Anne Arundel County,103225.0,575421.0
Maryland,Calvert County,112696.0,92094.0
Maryland,Cecil County,79415.0,102889.0
Maryland,Frederick County,100685.0,255955.0
Maryland,Howard County,124042.0,322407.0
Maryland,Montgomery County,111812.0,1047661.0
Maryland,St. Mary's County,95864.0,113182.0
Massachusetts,Barnstable County,76863.0,213505.0
Massachusetts,Dukes County,77318.0,17430.0
Massachusetts,Hampden County,57623.0,466647.0
Massachusetts,Nantucket County,112306.0,11212.0
Massachusetts,Berkshire County,62166.0,125927.0
Massachusetts,Bristol County,71450.0,563301.0
Massachusetts,Essex County,82225.0,787038.0
Massachusetts,Franklin County,61198.0,70529.0
Massachusetts,Hampshire County,73518.0,161361.0
Massachusetts,Middlesex County,106202.0,1605899.0
Massachusetts,Norfolk County,105320.0,703740.0
Massachusetts,Plymouth County,92906.0,518597.0
Massachusetts,Suffolk County,74881.0,801162.0
Massachusetts,Worcester County,77155.0,826655.0
Michigan,Alcona County,43341.0,10396.0
Michigan,Alger County,45184.0,9098.0
Michigan,Allegan County,65071.0,117104.0
Michigan,Alpena County,42603.0,28431.0
Michigan,Antrim County,57256.0,23301.0
Michigan,Arenac County,45679.0,15013.0
Michigan,Baraga County,46581.0,8337.0
Michigan,Barry County,65557.0,61045.0
Michigan,Bay County,48290.0,103506.0
Michigan,Benzie County,64257.0,17703.0
Michigan,Berrien County,52500.0,153797.0
Michigan,Branch County,52782.0,43428.0
Michigan,Calhoun County,50219.0,133943.0
Michigan,Cass County,57514.0,51613.0
Michigan,Charlevoix County,60433.0,26197.0
Michigan,Chippewa County,50454.0,37418.0
Michigan,Clare County,41163.0,30655.0
Michigan,Crawford County,49987.0,13904.0
Michigan,Delta County,47008.0,35874.0
Michigan,Eaton County,67440.0,109730.0
Michigan,Genesee County,50269.0,406770.0
Michigan,Gladwin County,45957.0,25312.0
Michigan,Grand Traverse County,66457.0,92640.0
Michigan,Gratiot County,49795.0,40692.0
Michigan,Houghton County,44839.0,35890.0
Michigan,Huron County,49541.0,31105.0
Michigan,Ionia County,60139.0,64401.0
Michigan,Iron County,44183.0,11099.0
Michigan,Isabella County,46783.0,70363.0
Michigan,Kalamazoo County,58836.0,264322.0
Michigan,Kalkaska County,49402.0,17725.0
Michigan,Keweenaw County,51750.0,2102.0
Michigan,Lake County,38356.0,11805.0
Michigan,Leelanau County,67330.0,21649.0
Michigan,Livingston County,84274.0,190832.0
Michigan,Luce County,50000.0,6286.0
Michigan,Macomb County,64641.0,870893.0
Michigan,Manistee County,51658.0,24539.0
Michigan,Mason County,51568.0,29062.0
Michigan,Mecosta County,45797.0,43481.0
Michigan,Midland County,64078.0,83445.0
Michigan,Monroe County,65453.0,150000.0
Michigan,Montcalm County,52390.0,63516.0
Michigan,Muskegon County,53478.0,173679.0
Michigan,Newaygo County,51470.0,48687.0
Michigan,Oceana County,51161.0,26545.0
Michigan,Ogemaw County,41752.0,20895.0
Michigan,Osceola County,46969.0,23323.0
Michigan,Oscoda County,43457.0,8282.0
Michigan,Ottawa County,72418.0,289162.0
Michigan,Roscommon County,41828.0,23863.0
Michigan,Saginaw County,49565.0,191166.0
Michigan,St. Joseph County,53253.0,60789.0
Michigan,Sanilac County,49852.0,41179.0
Michigan,Shiawassee County,56436.0,68176.0
Michigan,Tuscola County,51891.0,52683.0
Michigan,Washtenaw County,75730.0,368385.0
Michigan,Wayne County,49359.0,1753059.0
Michigan,Wexford County,50335.0,33433.0
Michigan,Cheboygan County,49624.0,25435.0
Michigan,Clinton County,72490.0,78957.0
Michigan,Dickinson County,51704.0,25373.0
Michigan,Emmet County,55947.0,33175.0
Michigan,Gogebic County,38625.0,14715.0
Michigan,Hillsdale County,51535.0,45707.0
Michigan,Ingham County,55253.0,290923.0
Michigan,Iosco County,42628.0,25213.0
Michigan,Jackson County,54511.0,158174.0
Michigan,Kent County,65722.0,652617.0
Michigan,Lapeer County,65197.0,87975.0
Michigan,Lenawee County,57314.0,98310.0
Michigan,Mackinac County,50058.0,10781.0
Michigan,Marquette County,54585.0,66403.0
Michigan,Menominee County,48548.0,22902.0
Michigan,Missaukee County,47370.0,15075.0
